APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Longitude,Latitude,Property on Map
6050029011,07/24/2019,Single Family,907 E 101ST ST,LOS ANGELES,CA,90002,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.25837,33.94484,POINT (-118.25836999999999 33.94484)
2171014088,10/30/2019,Single Family,4991 N MEDINA DR,LOS ANGELES,CA,91364,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,-118.60202,34.15914,POINT (-118.60202 34.15914)
6023022019,03/18/2019,Multi-Family,857 1/2 E 77TH ST,LOS ANGELES,CA,90001,9,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,First Allegiance,Registration Department,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,-118.25892,33.96948,POINT (-118.25892 33.96948)
2243013023,06/05/2019,Single Family,5657 N SALOMA AVE,VAN NUYS,CA,91411,4,"Danco, Inc.",Ronald Perlstein,310-842-8235,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45873,34.17379,POINT (-118.45873 34.17379)
2107011042,12/27/2019,Single Family,7924 N OSO AVE,LOS ANGELES,CA,91306,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.57525,34.21453,POINT (-118.57525 34.21453)
2076005014,02/28/2019,Single Family,4816 N REGALO ROAD,LOS ANGELES,CA,91364,3,"Dovenmuehle Mortgage, Inc.",n/a n/a,888-397-5370,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.61774,34.15651,POINT (-118.61774 34.15651)
2673018047,06/08/2019,Single Family,8337 N GLORIA AVE,LOS ANGELES,CA,91343,12,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.48095,34.2225,POINT (-118.48094999999999 34.2225)
5013020028,12/26/2019,Single Family,4817 S 11TH AVE,LOS ANGELES,CA,90043,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.32952,33.99937,POINT (-118.32952 33.99937)
2120013001,01/29/2019,Single Family,18027 W HATTON ST,LOS ANGELES,CA,91335,12,Franklin Credit Management Corporation,Delray Ross,800-255-5897,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-580-8567,-118.52601,34.21008,POINT (-118.52601 34.21008)
2611027015,02/04/2019,Single Family,14808 W AZTEC ST,LOS ANGELES,CA,91342,7,Cenlar FSB,ATHENA SANTOS,720-945-5431,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.45411,34.28824,POINT (-118.45411 34.28824)
5493009011,01/01/2019,Single Family,6315 E ELGIN ST,LOS ANGELES,CA,90042,14,US BANK NA co SELECT PORTFOLIO SERVICING,SELECT SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.17992,34.11847,POINT (-118.17992 34.11847)
5583013014,01/01/2019,Single Family,2754 N WOODHAVEN DR,LOS ANGELES,CA,90068,4,"Wilmington Trust, NA c/o Select Portfolio Servicing",N/A N/A,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32146,34.12123,POINT (-118.32146000000002 34.12123)
2612020001,11/22/2019,Single Family,11663 N JACKMAN AVE,LOS ANGELES,CA,91342,7,"Deutsche Bank National Trust Company, as Trustee",Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45451,34.28299,POINT (-118.45451000000001 34.28299)
2146033226,02/07/2019,Single Family,21931 W BURBANK BLVD,LOS ANGELES,CA,91367,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.60508,34.17497,POINT (-118.60508000000002 34.17497)
2701020006,11/11/2019,Single Family,19465 W KILFINAN ST,LOS ANGELES,CA,91326,12,U.S. Bank N.A.,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.55753,34.29737,POINT (-118.55753000000001 34.29737)
2602014044,08/29/2019,Single Family,12792 N JOLETTE AVE,LOS ANGELES,CA,91344,12,Tony Pokras,Tony Pokras,310-614-1536,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567,-118.51163,34.3024,POINT (-118.51162999999998 34.3024)
2172031002,02/01/2019,Single Family,4232 N ROSARIO ROAD,LOS ANGELES,CA,91364,3,Celink,Cory Daggett,866-654-0020,NULL,NULL,,NULL,-118.59123,34.14625,POINT (-118.59123000000001 34.14625)
2309026009,01/07/2019,Single Family,7930 N VANTAGE AVE,LOS ANGELES,CA,91605,2,Real Time Resolutions,DAVID ROSAS,888-895-0221,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.39756,34.21467,POINT (-118.39756000000001 34.21467)
2322020052,02/06/2019,Single Family,6544 N RADFORD AVE,LOS ANGELES,CA,91606,2,Reverse Mortgage Solutions Inc.,Amy Sporn,832-616-5910,South Pacific Field Services LLC,Tamie Mason,31568   Railroad Canyon ROAD 100 Canyon Lake CA 92587,951-696-8100,-118.39201,34.18988,POINT (-118.39201 34.18988)
5427003019,01/14/2019,Single Family,1000 N MYRA AVE,LOS ANGELES,CA,90029,13,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.28423,34.08977,POINT (-118.28423000000001 34.08977)
6033003031,10/23/2019,Single Family,1349 W 84TH PL,LOS ANGELES,CA,90044,8,LNV CORPORATION,RICHARD FIKE,847-550-7497,Los Angeles County Property Preservation,Eddie Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29988,33.96175,POINT (-118.29988 33.96175)
5036023017,01/01/2019,Single Family,3921 S DENKER AVE,LOS ANGELES,CA,90062,8,Wells Fargo Bank NA c/o Select Portfolio Servicing,SELECT SERVICING,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.30466,34.01372,POINT (-118.30466 34.01372)
5455009002,07/10/2019,Single Family,2917 E FUTURE ST,LOS ANGELES,CA,90065,1,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.23182,34.09984,POINT (-118.23182 34.09984)
2502007012,12/12/2019,Single Family,13679 N BORDEN AVE,LOS ANGELES,CA,91342,7,CENLAR MORTGAGE FSB,PATRICIA BRACEY,609-883-3900,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.45881,34.31945,POINT (-118.45881000000001 34.31945)
2222027125,07/31/2019,Single Family,15425 W SHERMAN WAY,VAN NUYS,CA,91406,6,Rushmore Loan Managment,Dawn Talavera,888-504-6700,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47001,34.20148,POINT (-118.47001 34.20148)
2148005006,01/09/2019,Single Family,6761 N LIONEL PL,LOS ANGELES,CA,91306,3,"Cenlar FSB,",Tina Santos,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.58597,34.19357,POINT (-118.58596999999999 34.19357000000001)
2332010020,01/09/2019,Single Family,6331 N TEESDALE AVE,LOS ANGELES,CA,91606,2,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,-118.40852,34.18569,POINT (-118.40851999999998 34.18569)
2782039034,04/01/2019,Single Family,8415 N OAKDALE AVE,LOS ANGELES,CA,91306,3,MidFirst Bank,Erik Kenner,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.5668,34.22256,POINT (-118.5668 34.22256)
2146036109,07/03/2019,Single Family,5500 N OWENSMOUTH AVE,WOODLAND HILLS,CA,91367,3,Freedom Mortgage Corp c/o LoanCare LLC,Tara Williams,757-452-5240,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.60166,34.17182,POINT (-118.60166 34.17182)
2510020035,01/02/2019,Single Family,13463 W HUBBARD ST,LOS ANGELES,CA,91342,7,"Trustee Corps, Bayview Loan Servicing",Madeline DeFranco,305-631-3760,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.4268,34.31088,POINT (-118.4268 34.31088)
4019006020,02/06/2019,Single Family,4263 W 59TH ST,LOS ANGELES,CA,90043,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.34979,33.98719,POINT (-118.34979 33.98719)
2787029004,12/12/2019,Single Family,17646 W RAYMER ST,LOS ANGELES,CA,91325,12,Trinity Financial Services,Don Madden,949-313-6161,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.51919,34.2265,POINT (-118.51918999999998 34.2265)
2559021063,01/21/2019,Single Family,10134 W CORA ST,LOS ANGELES,CA,91040,7,bayview,Willie Walton,714-848-7920,Law Offices of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-848-7920,-118.30955,34.2533,POINT (-118.30955 34.2533)
2184022002,01/01/2019,Single Family,17941 W KAREN DR,LOS ANGELES,CA,91316,5,"Wells Fargo Bank, NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52337,34.15538,POINT (-118.52337 34.15538)
2728029018,01/25/2019,Single Family,18856 W BEECHTREE LANE,LOS ANGELES,CA,91326,12,Ocwen Loan Servicing,Eric Moore,877-338-3791,Safeguard Properties - Ocwen,Code Compliance,7887   Hub PKWY  Valley View OH 44125,800-852-8306,-118.54452,34.26366,POINT (-118.54452000000002 34.26366)
5002025022,08/08/2019,Multi-Family,1124 W 53RD ST,LOS ANGELES,CA,90037,9,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.29445,33.99397,POINT (-118.29445000000001 33.99397)
2032026053,01/01/2019,Single Family,24756 W EILAT ST,LOS ANGELES,CA,91367,3,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.66477,34.17728,POINT (-118.66477 34.17728)
7411013034,10/14/2019,Single Family,26518 S PRESIDENT AVE,LOS ANGELES,CA,90710,15,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.30359,33.78094,POINT (-118.30358999999999 33.78094)
4413015007,07/10/2019,Single Family,720 N EL MEDIO AVE,LOS ANGELES,CA,90272,11,Celink,Cory Daggett,866-654-0020,NULL,NULL,,NULL,-118.53327,34.04595,POINT (-118.53327000000002 34.04595)
7372007034,01/15/2019,Single Family,1715 W 241ST ST,LOS ANGELES,CA,90717,15,WILSHIRE FINANCIAL NETWORK,ANDY ZUBIA,310-490-1369,WILSHIRE FINANCIAL LOAN SERVICE,ANDY ZUBIA,468  N CAMDEN DR 200 BEVERLY HILLS CA 90210,310-890-6058,-118.3083,33.80651,POINT (-118.30830000000002 33.80651000000001)
2263008007,11/27/2019,Single Family,15236 W HARTSOOK ST,LOS ANGELES,CA,91403,4,Trustee Corps - Jefferson,Eric Moore,877-338-3791,"Safegaurd c/o Trustee Corp, PHH",Code Compliance,17100   Gillette AVE  Irvine CA 92614,800-852-8306,-118.46527,34.1638,POINT (-118.46527 34.1638)
2315020034,01/30/2019,Single Family,11237 W VALERIO ST,LOS ANGELES,CA,91352,2,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37596,34.20493,POINT (-118.37596000000002 34.20493)
6083004034,07/25/2019,Single Family,343 E 116TH ST,LOS ANGELES,CA,90061,15,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26802,33.92928,POINT (-118.26802 33.92928)
2627026010,01/01/2019,Single Family,8701 N ROSLYNDALE AVE,LOS ANGELES,CA,91331,6,U.S. Bank N.A co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.42145,34.22781,POINT (-118.42145 34.22781)
4325001146,01/10/2019,Single Family,10724 W WILSHIRE BLVD 1-157,LOS ANGELES,CA,90024,5,"Deutsche Bank, c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43646,34.06049,POINT (-118.43646000000001 34.06049)
2244001003,11/20/2019,Single Family,5940 N VESPER AVE,VAN NUYS,CA,91411,4,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45081,34.17863,POINT (-118.45081 34.17863)
2116001039,01/07/2019,Single Family,7312 N CORBIN AVE,LOS ANGELES,CA,91335,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.56208,34.20316,POINT (-118.56207999999998 34.20316)
2020009031,04/29/2019,Single Family,23741 W BURTON ST,LOS ANGELES,CA,93063,12,Statebridge,Bryce Fendall,720-697-6421,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.64452,34.21866,POINT (-118.64452000000001 34.21866)
5037012028,01/01/2019,Single Family,1159 W ROLLAND CURTIS PL,LOS ANGELES,CA,90037,8,U.S. Bank N.A co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.29632,34.01651,POINT (-118.29632 34.01651)
6030002003,03/26/2019,Multi-Family,7915 1/2 S SAN PEDRO ST,LOS ANGELES,CA,90003,9,Flagstar BANK,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.26968,33.96751,POINT (-118.26968000000001 33.96751)
6006020033,01/08/2019,Multi-Family,6324 1/2 S SAN PEDRO ST,LOS ANGELES,CA,90003,9,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.26942,33.98184,POINT (-118.26942 33.98184)
2605003020,01/01/2019,Single Family,12850 N WOODLEY AVE,LOS ANGELES,CA,91344,12,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.50058,34.30359,POINT (-118.50058000000001 34.30359)
5446001021,05/29/2019,Single Family,324 W AVENUE 37,LOS ANGELES,CA,90065,1,Cenlar FSB,ATHENA SANTOS,720-945-5431,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,-118.21332,34.09071,POINT (-118.21332 34.09071)
5075032011,05/29/2019,Multi-Family,2011 S RAYMOND AVE,LOS ANGELES,CA,90007,1,The Rama Fund LLC,Ted Boadi,818-914-3000,NULL,NULL,,NULL,-118.29763,34.0378,POINT (-118.29762999999998 34.0378)
5016007020,12/19/2019,Single Family,1618 W 45TH ST,LOS ANGELES,CA,90062,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.30746,34.00269,POINT (-118.30746 34.00269)
2785013021,07/15/2019,Single Family,8420 N CREBS AVE,LOS ANGELES,CA,91324,12,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.54361,34.22343,POINT (-118.54361 34.22343)
2126019015,01/04/2019,Single Family,18630 W HART ST,LOS ANGELES,CA,91335,3,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,"Incorp Services, Inc",Registrations Department,5716   Corsa Ave Suite 110   Westlake Village CA 91362,888-727-6303,-118.53982,34.19755,POINT (-118.53982 34.19755)
6087022005,08/07/2019,Single Family,134 W 119TH ST,LOS ANGELES,CA,90061,15,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27528,33.92456,POINT (-118.27528000000001 33.92456)
2785015042,11/25/2019,Single Family,18608 W ECCLES ST,LOS ANGELES,CA,91324,12,"The Nearglen Group, Inc.",Yancarlo Rangel,626-733-6826,NULL,NULL,,NULL,-118.53854,34.22362,POINT (-118.53854000000001 34.22362)
6018028003,06/06/2019,Single Family,7810 S DENKER AVE,LOS ANGELES,CA,90047,8,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.30447,33.96875,POINT (-118.30446999999998 33.96875)
2134008009,01/14/2019,Single Family,19944 W KITTRIDGE ST,LOS ANGELES,CA,91306,3,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.5682,34.19084,POINT (-118.5682 34.19084000000001)
2109026005,05/31/2019,Single Family,7740 N GLASSPORT AVE,LOS ANGELES,CA,93063,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,-118.59376,34.21113,POINT (-118.59376 34.21113)
5547033015,11/19/2019,Single Family,1305 N MCCADDEN PL,HOLLYWOOD,CA,90028,4,"LBC Capital Income Fund, LLC",Kirill Pilipenko,818-761-7234,NULL,NULL,,NULL,-118.33758,34.09457,POINT (-118.33758000000002 34.09457)
6015017028,04/23/2019,Single Family,1459 W 68TH ST,LOS ANGELES,CA,90047,8,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.3022,33.97792,POINT (-118.30219999999998 33.97792)
6057019037,11/07/2019,Single Family,9610 S VAN NESS AVE,LOS ANGELES,CA,90047,8,"The REO Group, Inc.",Coby Halavais,949-305-8901,NULL,NULL,,NULL,-118.31757,33.94859,POINT (-118.31757 33.94859)
2664025030,07/26/2019,Single Family,14956 W INDEX ST,LOS ANGELES,CA,91345,7,bayview,Willie Walton,714-848-7920,Safeguard,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.45815,34.27662,POINT (-118.45815 34.27662)
2530004024,06/04/2019,Single Family,11766 W GARBER ST,LOS ANGELES,CA,91342,7,ARMINE HOVHANNISYAN C/O Freedom Mortgage,VPR DEPT,317-537-3748,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.38873,34.27873,POINT (-118.38873000000001 34.27873)
2357007005,11/11/2019,Single Family,12526 W OTSEGO ST,LOS ANGELES,CA,91607,2,TGP Opportunity Fund I LLC,Angela Strohecker,858-367-3327,California TD Specialists,Patricio Ince,8190  E KAISER BLVD  ANAHEIM CA 92808,714-283-2180,-118.40618,34.16298,POINT (-118.40617999999999 34.16298)
7410024001,01/07/2019,Single Family,25603 S PRESIDENT AVE,LOS ANGELES,CA,90710,15,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,M&M Mortgage Co,Deborah Prado,12901  SW 132 AVE  Miami FL 33186,800-336-4890,-118.30438,33.79129,POINT (-118.30437999999998 33.79129)
6036012022,06/05/2019,Single Family,9126 S CIMARRON ST,LOS ANGELES,CA,90047,8,PHH Morgage Corporation,Dawn Talavera,856-917-8375,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-580-8567,-118.31543,33.95365,POINT (-118.31543000000002 33.95365)
2644030090,01/30/2019,Single Family,9336 N VAN NUYS BLVD,LOS ANGELES,CA,91402,6,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.45004,34.24,POINT (-118.45003999999999 34.24)
2642032027,10/19/2019,Single Family,13961 W OSBORNE ST,LOS ANGELES,CA,91331,6,TEAGUE C/O GUILD MORTGAGE,PATTI MOORE,858-492-5886,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.43791,34.2337,POINT (-118.43790999999999 34.2337)
2561031005,02/12/2019,Single Family,8545 W LA TUNA CANYON ROAD,LOS ANGELES,CA,91352,7,Bayview Loan Servicing,Miles Preservation LLC,951-808-3346,Miles Preservation LLC,Miles Preservation,27226   Via Industria   Temecula CA 92590,951-808-3346,-118.31965,34.23712,POINT (-118.31965000000001 34.23712)
7451017007,01/01/2019,Single Family,557 W 2ND ST,SAN PEDRO,CA,90731,15,"U.S. Bank N.A., c/o Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.28908,33.74228,POINT (-118.28908 33.74228)
2615024006,03/07/2019,Single Family,14752 W JAGUAR ST,LOS ANGELES,CA,91345,7,US Bank NA as Trustee for LSF9 Master Participation Trust,Tannis Stoops,404-655-9334,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,-118.45408,34.26652,POINT (-118.45408 34.26652)
5048023030,01/01/2019,Single Family,2765 S HAUSER BLVD,LOS ANGELES,CA,90016,10,U.S. Bank N.A co select portfolio servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.36418,34.02892,POINT (-118.36418 34.02892)
5576006034,10/03/2019,Single Family,2370 N SAN MARCO DR,LOS ANGELES,CA,90068,4,Vipul Bhavsar,Vipul Bhavsar,714-809-0816,"UNIFIED MORTGAGE SERVICE, INC.",Michele Canty,2020   Camino Del Rio N 230 San Diego CA 92108,619-298-4990,-118.33087,34.11455,POINT (-118.33087 34.11455)
2289024021,01/31/2019,Single Family,16814 W OAK VIEW DR,LOS ANGELES,CA,91436,5,Secured Income Fund-II LLC,James Gomes,408-370-4030,REA Properties,Jeff Russell,14040   Panay WAY 503 Marina del Rey CA 90292,408-370-4030,-118.49974,34.15532,POINT (-118.49974 34.15532)
2724002076,12/12/2019,Single Family,10120  LARWIN,LOS ANGELES,CA,99999,12,MidFirst Bank,Erik Kenner,800-468-1743,"XFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,-118.61534,34.25454,POINT (-118.61534 34.25454)
4369001013,04/18/2019,Single Family,1106 N LINDA FLORA DR,LOS ANGELES,CA,90049,5,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.46472,34.09002,POINT (-118.46472 34.09002)
5093027176,01/28/2019,Single Family,3810 W WILSHIRE BLVD 1-260,LOS ANGELES,CA,90010,10,Federal National Mortgage FNMA,Sebastian Stofenmacher,818-464-5113,"Edgestone Real Estate, Inc.",Sebastian stofenmacher,4344   fountain AVE G Los Angeles CA 90029,818-464-5113,-118.30943,34.06139,POINT (-118.30943 34.06139)
5114008012,01/03/2019,Single Family,788 E 40TH PL,LOS ANGELES,CA,90011,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.26187,34.00973,POINT (-118.26187000000002 34.00973)
2337011016,11/20/2019,Multi-Family,11222 W OXNARD ST,NORTH HOLLYWOOD,CA,91606,2,Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.37555,34.17927,POINT (-118.37555 34.17927)
4412017015,01/21/2019,Single Family,574 N MOUNT HOLYOKE AVE,LOS ANGELES,CA,90272,11,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.52963,34.04009,POINT (-118.52963 34.04009)
2661018018,07/25/2019,Single Family,15724 W LEMARSH ST,LOS ANGELES,CA,91343,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.47483,34.25539,POINT (-118.47483 34.25539)
2360029024,12/18/2019,Single Family,4418 N MARY ELLEN AVE,LOS ANGELES,CA,91423,4,ESTATE OF MESROP ARZUMANYAN C/O BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.4191,34.1511,POINT (-118.41909999999999 34.1511)
