APN,Registered Date,Property Type,Property Location,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Contact Phone
5042016013,01/24/2014,Single Family,"3771 S ST ANDREWS PL
Los Angeles, CA 90018
(34.01888003300007, -118.31193212)",90018,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2565012054,02/19/2014,Vacant Residential,"10224 N HILLHAVEN AVE
Los Angeles, CA 91042
(34.254930724000076, -118.28977604499994)",91042,7,Caliber Home Loans,Arthur Ferrari,866-248-2679,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590,951-970-3899
7469007072,10/14/2014,Single Family,"2912 S BAYWATER AVE
SAN PEDRO, CA 90731
(33.71739125700003, -118.29377676799999)",90731,15,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2107002190,07/31/2014,Single Family,"20224 W CANTARA ST
Los Angeles, CA 91306
(34.21917474900005, -118.57426766399999)",91306,3,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,EEC CORP,Mark Maliczak,19655   Galeview DR  ROWLAND HEIGHTS CA 91748,562-697-9988
2340027040,11/13/2014,Single Family,"5801 N AGNES AVE
Los Angeles, CA 91607
(34.17548089300004, -118.39547255199994)",91607,2,SETERUS INC,Preservation Compliance,866-570-5277,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097
2225001044,08/20/2014,Single Family,"6856 N DE CELIS PL
Los Angeles, CA 91406
(34.19493443400006, -118.49455302999996)",91406,6,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2340016074,12/17/2014,Single Family,"5706 N WHITSETT AVE
Los Angeles, CA 91607
(34.17419933900004, -118.40522298199994)",91607,2,Financial Freedom,Daniel Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,866-966-0789
5527005005,03/31/2014,Multi-Family,"838 N GENESEE AVE
Los Angeles, CA 90046
(34.086086128000034, -118.35841463399998)",90046,5,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5115032027,01/10/2014,Single Family,"1216 E 43RD ST
Los Angeles, CA 90011
(34.00571290800008, -118.25372921299999)",90011,9,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
4371019040,02/09/2014,Single Family,"10431 UNKNOWN ST
HH) Los Angeles, CA 90077
(34.104093473000034, -118.45101669999997)",90077,5,BAC HOME LOANS SERVICING,SAFEGUARD COMPLIANCE,800-852-8306,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6004019002,01/30/2014,Single Family,"6414 S HOOVER ST
Los Angeles, CA 90044
(33.98086971300006, -118.28704628999998)",90044,8,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2227018026,01/27/2014,Single Family,"17207 W SHERMAN WAY
Los Angeles, CA 91406
(34.201248219000036, -118.50785920599998)",91406,6,Cathay Bank,Saul Weinstein,626-279-3703,Charles Dunn & Co,Jerry Wang- Receiver,800   6th   Los  Angeles CA 90017,213-270-6228
4231021023,11/05/2014,Single Family,"4153 S CHASE ST
Los Angeles, CA 90066
(33.99542637400003, -118.42994292399999)",90066,11,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5053015009,01/13/2014,Multi-Family,"3108 S HOBART BLVD
Los Angeles, CA 90018
(34.02610572800006, -118.30778454999995)",90018,8,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6048022041,11/25/2014,Multi-Family,"9219 1 2 S MAIE AVE
Los Angeles, CA 90002
(33.94895070600006, -118.24697958699994)",90002,15,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2038039006,09/03/2014,Single Family,"22535 W GILMORE ST
Los Angeles, CA 91307
(34.18778841500006, -118.61809915999999)",91307,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5103020007,12/10/2014,Multi-Family,"1015 1 2 E 55TH ST
Los Angeles, CA 90011
(34.007903741000064, -118.259036977)",90011,9,JB NUTTER & COMPANY,CINDY COMBS,816-531-5642,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5577010004,01/24/2014,Single Family,"2700 CAHUENGA
LOS ANGELES, CA 90068
(34.11207474100007, -118.33350887799998)",90068,4,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2178029002,10/27/2014,Single Family,"19545 W VALDEZ DR
Los Angeles, CA 91356
(34.15200660800008, -118.55889031099997)",91356,3,"Wells Fargo Bank, N.A., as trustee, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
5066021027,11/25/2014,Single Family,"1800 S ORANGE GROVE AVE
Los Angeles, CA 90019
(34.04292815400004, -118.36814042699996)",90019,10,Bank of America c/o Select Portfolio Servicing,n/a n/a,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
5501005003,02/20/2014,Single Family,"127 N HOOVER ST
Los Angeles, CA 90004
(34.073729799000034, -118.28440295499996)",90004,13,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5062024043,12/03/2014,Single Family,"2310 S SYCAMORE AVE
Los Angeles, CA 90016
(34.035578901000065, -118.35285886599996)",90016,10,Withers Virginia L,Lisa Halm,949-252-8004,NULL,NULL,,NULL
4379005060,01/30/2014,Single Family,"2624 CLARAY
Los Angeles, CA 90077
(34.11897529700008, -118.44815602899996)",90077,5,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2538027018,05/06/2014,Single Family,"11119 W ALLEGHENY ST
Los Angeles, CA 91352
(34.25126416300003, -118.37373705999994)",91352,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5177030025,06/23/2014,Single Family,"2720 E BOULDER ST
Los Angeles, CA 90033
(34.04725762000004, -118.20213301099994)",90033,14,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
5587020010,05/28/2014,Single Family,"1925 N ST ANDREWS PL
Los Angeles, CA 90068
(34.10615961900004, -118.31158297899998)",90068,4,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677,949-612-0342
2156020062,01/27/2014,Single Family,"18739 HATTERAS ST
Los Angeles, CA 91356
(34.17714824500007, -118.54228938699998)",91356,3,Nationstar Mortgage LLC,Customer Service,877-367-0512,NULL,NULL,,NULL
2044012014,10/27/2014,Single Family,"23501 W LADRILLO ST
Los Angeles, CA 91367
(34.16681688600005, -118.63862705999998)",91367,3,"U.S. Bank NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
7422015034,12/15/2014,Single Family,"1502 N LAKME AVE
Los Angeles, CA 90744
(33.79359280600005, -118.26070627999997)",90744,15,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2634022003,11/11/2014,Single Family,"8620 N REMICK AVE
Los Angeles, CA 91352
(34.226601876000075, -118.40093897699995)",91352,6,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5115022010,02/04/2014,Single Family,"1018 E 41ST PL
Los Angeles, CA 90011
(34.00834356800004, -118.25775874299995)",90011,9,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5111016007,03/21/2014,Multi-Family,"170 W 42ND ST
Los Angeles, CA 90037
(34.00732201000005, -118.27577949599998)",90037,9,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2034013007,05/12/2014,Single Family,"24143 W KITTRIDGE ST
Los Angeles, CA 91307
(34.19174765500003, -118.65220554899997)",91307,12,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
2045008012,11/25/2014,Single Family,"6049 N LOCKHURST DR
Los Angeles, CA 91367
(34.18041957300005, -118.64933291099999)",91367,3,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6050024008,07/03/2014,Single Family,"628 E 97TH ST
Los Angeles, CA 90002
(33.948313142000075, -118.26407900899994)",90002,8,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2229019011,07/03/2014,Single Family,"17601 W HAYNES ST
Los Angeles, CA 91406
(34.18941774100006, -118.51642987799994)",91406,6,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2616014016,11/13/2014,Single Family,"14170 W LA RUE ST
Los Angeles, CA 91340
(34.27306764000008, -118.44219181799997)",91340,7,CHAMPION HOME LOANS,Shane Neal,818-591-9237,PEAK FORECLOSURE SERVICES,KELLI ESPINOZA,5900   Canoga AVE 220 Woodland Hills CA 91367,818-591-9237
5219022012,05/09/2014,Single Family,"5451 E TEMPLETON ST
Los Angeles, CA 90032
(34.08620670700003, -118.16363690699995)",90032,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2331001035,05/12/2014,Single Family,"6332 N FULTON AVE
Los Angeles, CA 91401
(34.18549998300006, -118.42247627599994)",91401,2,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2787027019,09/15/2014,Single Family,"17533 W RAYMER ST
Los Angeles, CA 91325
(34.22620779500005, -118.51682395899996)",91325,12,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
6036021024,06/10/2014,Single Family,"8917 S GRAMERCY PL
Los Angeles, CA 90047
(33.95572001000005, -118.31344276199997)",90047,8,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2726002007,07/09/2014,Single Family,"10000 N LUBAO AVE
Los Angeles, CA 91311
(34.25192211600006, -118.56884602599996)",91311,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2114014020,10/27/2014,Single Family,"20300 W LEADWELL ST
Los Angeles, CA 91306
(34.203453686000046, -118.57558917899996)",91306,3,Deutsche Bank National Trust Company C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View CA 44125,877-340-0060
2212011037,04/17/2014,Single Family,"8162 N LULLABY LANE
Los Angeles, CA 91402
(34.21983913400004, -118.444988406)",91402,6,US Bank Home Mortgages,Patrick Bradfield,651-312-2411,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
6083029014,02/17/2014,Single Family,"410 1 2 E 119TH ST
Los Angeles, CA 90061
(33.923032748000026, -118.27377958099999)",90061,15,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
6017014008,11/25/2014,Single Family,"2036 W 75TH ST
Los Angeles, CA 90047
(33.97183351900003, -118.31469990099998)",90047,8,Financial Freedom,Daniel Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,866-966-0789
2118006022,07/28/2014,Single Family,"18715 W COVELLO ST
Los Angeles, CA 91335
(34.20750856600006, -118.54099998399994)",91335,3,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5525005010,01/23/2014,Multi-Family,"803 N SYCAMORE AVE
Los Angeles, CA 90038
(34.08540011000008, -118.34282249099999)",90038,5,GREEN TREE SERVICING,JAMES PATTERSON,000-000-0000,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606,888-750-2378
5309016013,01/15/2014,Single Family,"3922 N EDISON WALK
Los Angeles, CA 90032
(34.09082159600007, -118.16660864199997)",90032,14,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
6063021013,09/23/2014,Multi-Family,"10522 S TOWNE AVE
Los Angeles, CA 90003
(33.94040042300003, -118.26731576799995)",90003,8,Financial Freedom,Daniel Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,866-966-0789
6033004002,11/06/2014,Multi-Family,"1259 W 83RD PL
Los Angeles, CA 90044
(33.96368803800004, -118.29801946899994)",90044,8,"Deutsche Bank, as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6002012003,08/11/2014,Single Family,"1455 W 60TH ST
Los Angeles, CA 90047
(33.985907489000056, -118.30212965899995)",90047,8,Champion Mortgage Company c/o BDF Law,Code Compliance,813-387-1100,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2734001050,10/09/2014,Single Family,"10220 N ZELZAH AVE
Los Angeles, CA 91325
(34.25653009100006, -118.52332628499994)",91325,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
2412031142,04/09/2014,Single Family,"6716 N CLYBOURN AVE
Los Angeles, CA 91505
(34.192472258000066, -118.36366121499998)",91505,2,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,999  W Marshall BCH  San Bernardino CA 92405,909-289-1453
4211026130,11/20/2014,Single Family,"13082 W WEST ICON CIR
Los Angeles, CA 90094
(33.97293079200006, -118.42532902699998)",90094,11,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801
5219014005,05/09/2014,Single Family,"5220 E TEMPLETON ST
Los Angeles, CA 90032
(34.084792857000025, -118.16925773799994)",90032,14,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2137011018,05/02/2014,Single Family,"6905 N COZYCROFT AVE
Los Angeles, CA 91306
(34.19559282000006, -118.58020176299999)",91306,3,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,Field Asset Services c/o N&C Services Inc.-South,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,760-736-0067
5064023013,11/28/2014,Multi-Family,"2328 S THURMAN AVE
Los Angeles, CA 90016
(34.036547951000045, -118.36689214399996)",90016,10,"CITIMORTAGAE, INC",CODE VIOLATION,877-290-3997,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2034019056,11/19/2014,Single Family,"6557 N CLEOMOORE AVE
Los Angeles, CA 91307
(34.18971387800008, -118.65121228199996)",91307,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
7458023015,10/15/2014,Single Family,"1042 W 15TH ST
SAN PEDRO, CA 90731
(33.730678219000026, -118.29992995299995)",90731,15,"HSBC Bank USA, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2146037071,12/01/2014,Single Family,"5500 N OWENSMOUTH AVE
WOODLAND HILLS, CA 91367
(34.17099160300006, -118.60179667699998)",91367,3,BAC HOME LOANS SERVICING,SAFEGUARD COMPLIANCE,800-852-8306,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2512019042,07/09/2014,Single Family,"13309 W CALCUTTA ST
Los Angeles, CA 91342
(34.31298729100007, -118.42252928099998)",91342,7,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
6054024020,03/06/2014,Single Family,"537 W 99TH ST
Los Angeles, CA 90044
(33.946468339000035, -118.28389940799997)",90044,8,Champion Mortgage Company,Customer Service,855-683-3095,Pacific Property Preservation Services,Ed Hurley,13743   Bear Valley RD  Moorpark CA 93021,805-732-6596
5564025005,10/03/2014,Single Family,"8749 W WONDERLAND AVE
Los Angeles, CA 90046
(34.11199131700005, -118.38572194299996)",90046,4,US Dept of HUD,Tammy Massone,714-796-5577,Sentinel Field Services,Kristi Kimball,375  S State Street  D Clearfield UT 84015,801-920-6764
5072002008,02/05/2014,Multi-Family,"1723 1 2 S BRONSON AVE
Los Angeles, CA 90019
(34.04884238300008, -118.33610868499994)",90019,10,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
5589020026,04/02/2014,Single Family,"4920 W LOS FELIZ BLVD
Los Angeles, CA 90027
(34.110113098000056, -118.29704463899998)",90027,4,Nationstar Mortgage LLC,Dianna Perez,469-549-2432,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2726024022,10/29/2014,Single Family,"20036 W LEMARSH ST
Los Angeles, CA 91311
(34.255123155000035, -118.57009970799999)",91311,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2617009023,10/27/2014,Single Family,"10613 N LEV AVE
Los Angeles, CA 91345
(34.26342880200008, -118.44730910099997)",91345,7,"U.S. Bank, National Association C/O Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
2428029015,10/03/2014,Single Family,"6884 W PACIFIC VIEW DR
Los Angeles, CA 90068
(34.12200695100006, -118.34581727099999)",90068,4,Midfirst Bank,Adam Malak,405-426-1723,"US Best Repair Service, Inc",Jonathan Farley,2501   Alton PKWY  Irvine CA 92606,888-750-2378
2276015032,11/05/2014,Single Family,"14503 W GREENLEAF ST
Los Angeles, CA 91403
(34.14824786400004, -118.44954452799999)",91403,4,Shellpoint Mortgage Services,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5101032003,11/25/2014,Multi-Family,"245 W 55TH ST
Los Angeles, CA 90037
(33.99241840500002, -118.27720042299995)",90037,9,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2216015030,11/07/2014,Single Family,"6939 N COSTELLO AVE
Los Angeles, CA 91405
(34.19680041100003, -118.43786269499998)",91405,2,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
2671022009,08/20/2014,Single Family,"16117 W NORDHOFF ST
Los Angeles, CA 91343
(34.23563807000005, -118.48337897899995)",91343,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2621032006,08/26/2014,Single Family,"9689 N SHARP AVE
Los Angeles, CA 91331
(34.246348529000045, -118.424829236)",91331,6,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
5474011009,02/20/2014,Multi-Family,"1513 W AVENUE
Los Angeles, CA 90041
(34.08909583700006, -118.32127909999997)",90041,14,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360,805-496-1084
2135012015,01/13/2014,Single Family,"7000 N OAKDALE AVE
Los Angeles, CA 91306
(34.197620836000056, -118.56659677199997)",91306,3,Cenlar FSB,Diane Constantine,609-883-3900,Law Offices of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-848-7920
2651020031,09/10/2014,Single Family,"8906 N NOBLE AVE
Los Angeles, CA 91343
(34.232064937000075, -118.46102207499996)",91343,7,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
2408008026,09/09/2014,Single Family,"10906 W GOSS ST
Los Angeles, CA 91352
(34.22997690900007, -118.36839277699994)",91352,6,Green Tree,Jeremy Iverson,480-383-0648,Connie Renteria /  Five Brothers,Connie Renteria,5228   Halifax RD  Temple City CA 91780,626-453-0397
2504006042,04/24/2014,Single Family,"14344 W FOOTHILL BLVD
Los Angeles, CA 91342
(34.31983760600008, -118.44635731699998)",91342,7,Logix Federal Credit Union,Tracy Duck,847-550-7771,SR Maintenance & Management Services Inc,Alex Montiel,9625   Stewart and Gray RD  Downey CA 90241,562-303-5050
2138005034,12/09/2014,Single Family,"6941 OWENSMOUTH AVE
Canoga Park, CA 91303
(34.19681078200006, -118.60157313399998)",91303,3,Cambridge Townhomes Homeowners Association,Kathy Cady,818-985-9384,FCCM,Alice Woods,15549   devonshire ST  Mission Hills CA 91345,818-891-5056
2104032043,10/29/2014,Single Family,"7234 N CLAIRE AVE
Los Angeles, CA 91335
(34.202220745000034, -118.55020671499994)",91335,3,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Safeguard Properties,7887   Safeguard   Valley View OH 44125,877-340-0060
5093025033,10/29/2014,Single Family,"727 S ARDMORE AVE
Los Angeles, CA 90005
(34.05902092200006, -118.30203286699998)",90005,10,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
6023004021,01/30/2014,Multi-Family,"909 E 73RD ST
Los Angeles, CA 90001
(33.97391799600007, -118.25814936599994)",90001,9,BAC HOME LOANS SERVICING,ROEL RODRIGUEZ,800-669-2443,"US BEST REPAIR SERVICE, INC",ROGER QUINTANA,2501   Alton PKWY  Irvine CA 92606,888-750-2378
2254011019,11/18/2014,Single Family,"17542 W MIRANDA ST
Los Angeles, CA 91316
(34.174512976000074, -118.51565900199995)",91316,5,Bank of America,Chad McLean,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
5204020007,04/07/2014,Multi-Family,"2335 N GRIFFIN AVE
Los Angeles, CA 90031
(34.072930116000066, -118.21174236899998)",90031,1,Ocwen Financial,John Roberts,770-612-7007,Pacific Preservation Services c/o Altisource,John Roberts,50  W Hillcrest DR  Thousand Oaks CA 91360,770-612-7007
6004007020,03/28/2014,Multi-Family,"950 W 59TH DR
Los Angeles, CA 90044
(33.986832771000024, -118.29095943899995)",90044,9,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437
2717013048,07/23/2014,Single Family,"18639 W CELTIC ST
Los Angeles, CA 91326
(34.268758106000064, -118.53869081099998)",91326,12,Wells Fargo Bank N.A.,Amy Whitcomb,877-617-5274,Lender Processing Services,Amy Whitcomb,1003  E Brier DR  San Bernardino CA 92408,877-617-8274
2261025072,12/05/2014,Single Family,"5115 N COLLETT AVE
Los Angeles, CA 91436
(34.16250389500004, -118.48262193)",91436,5,U.S. Bank National Association C/O Select Portfolio Servicing,na Na,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125,877-340-0060
2510020053,05/08/2014,Single Family,"13463 W HUBBARD ST
Los Angeles, CA 91342
(34.310632027000054, -118.42679041899999)",91342,7,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863
5177015021,11/26/2014,Multi-Family,"2443 E FAIRMOUNT ST
Los Angeles, CA 90033
(34.051628540000024, -118.20336173999999)",90033,14,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202
2722007084,12/15/2014,Single Family,"10359 N CANOGA AVE
Los Angeles, CA 91311
(34.258634597000025, -118.59736872199994)",91311,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,"Kash Construction and Management, INC.",Rob Kash,533  S Los Angeles ST 504 Los Angeles CA 90013,818-636-9795
2115009033,11/24/2014,Single Family,"19749 W CANTLAY ST
Los Angeles, CA 91306
(34.20211819200006, -118.56395804599998)",91306,3,CAM VII Trust,Laura Maier,310-535-9293,HMC Assets,Laura Maier,2015   Manhatten Beach BLVD 200 Redondo Beach CA 90278,310-535-9293
