APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,lon,lat,Property on map
2127010018,05/09/2022,Single Family,6447 N BAIRD AVE,LOS ANGELES,CA,91335,3,COMMUNITY LOAN SERVICING,COMMUNITY SERVICING,954-590-7676,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.53771,34.18811,POINT (-118.53771 34.18811)
5026013002,01/05/2022,Single Family,4212 W DON LUIS DR,LOS ANGELES,CA,90008,8,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Aaron Trevethan,27071   Cabot RD 119 LAGUNA HILLS CA 92653,949-612-0342,-118.34467,34.00548,POINT (-118.34467 34.00548)
6032025012,01/07/2022,Single Family,602 W 80TH ST,LOS ANGELES,CA,90044,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.28429,33.96663,POINT (-118.28429 33.96663)
2401047073,09/09/2022,Single Family,9347 W VIA PATRICIA,BURBANK,CA,91504,2,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.33689,34.2142,POINT (-118.33689 34.2142)
6036003013,06/30/2022,Single Family,8850 S CIMARRON ST,LOS ANGELES,CA,90047,8,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.31597,33.95662,POINT (-118.31597 33.95662)
4229021003,01/28/2022,Single Family,13650 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,OK LLC,jeanie bedrosian,310-994-2900,OK LLC,jeanie bedrosian,11693   san vicente BLVD 202 LOS ANGELES CA 90049,310-994-2900,-118.44473,33.98457,POINT (-118.44473 33.98457)
6016029005,04/15/2022,Single Family,2021 W 70TH ST,LOS ANGELES,CA,90047,8,LoanCare,ERIC MOORE,877-338-3791,SERVICELINK,CLIENT SERVICES,10385   Westmoor Dr 100 Westminster CO 80021,877-847-8544,-118.31418,33.97631,POINT (-118.31418 33.97631)
2762016005,09/26/2022,Multi-Family,9240 N VANALDEN AVE,LOS ANGELES,CA,91324,12,coastal capital group llc,Chris Tomaszewski,310-280-7788,NULL,NULL,,NULL,-118.54906,34.23832,POINT (-118.54906 34.23832)
7413014022,01/04/2022,Single Family,1078 W 252ND ST,LOS ANGELES,CA,90710,15,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.29547,33.79564,POINT (-118.29547 33.79564)
2745002116,04/20/2022,Single Family,10141 N NEVADA AVE,LOS ANGELES,CA,91311,12,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,-118.60973,34.25485,POINT (-118.60973 34.25485)
4410023023,01/25/2022,Single Family,222 S AMALFI DR,LOS ANGELES,CA,90402,11,"Anchor Fund Holdings, LLC",Angela Carroll,310-395-0010,Coldwell Banker,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,888-627-2256,-118.51328,34.03229,POINT (-118.51328 34.03229)
6014015009,01/18/2022,Single Family,1226 W 66TH ST,LOS ANGELES,CA,90044,8,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.29678,33.97905,POINT (-118.29678 33.97905)
5563014024,05/04/2022,Single Family,8591 W LOOKOUT MOUNTAIN AVE,HOLLYWOOD,CA,90046,4,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.38077,34.11208,POINT (-118.38077 34.11208)
2368005042,04/29/2022,Single Family,4203 N COLFAX AVE,STUDIO CITY,CA,91604,4,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.38788,34.14699,POINT (-118.38788 34.14699)
5161025083,05/02/2022,Multi-Family,267 S SAN PEDRO ST,LOS ANGELES,CA,90012,14,"Prime Business Credit, Inc.",David Kim,213-225-1028,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.24266,34.04781,POINT (-118.24266 34.04781)
2617011006,03/07/2022,Single Family,14366 W GERMAIN ST,LOS ANGELES,CA,91345,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.44609,34.26375,POINT (-118.44609 34.26375)
5535029014,06/07/2022,Non-Residential,4915 W MELROSE AVE,LOS ANGELES,CA,90029,13,Bank of America c/o Reverse Mortgage Solutions,Josefina Scott,832-616-5907,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.30746,34.08363,POINT (-118.30746 34.08363)
6017010015,02/04/2022,Single Family,1949 W 75TH ST,LOS ANGELES,CA,90047,8,PHH Mortgage,Shelly Martinez,346-471-3551,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.31278,33.97197,POINT (-118.31278 33.97197)
5082014025,02/08/2022,Multi-Family,4349 W VICTORIA PARK PL,LOS ANGELES,CA,90019,10,SUPERIOR LOAN SERVICING,BARRY HARARI,818-483-0027,NULL,NULL,,NULL,-118.3306,34.0462,POINT (-118.3306 34.0462)
2513005025,01/10/2022,Single Family,13708 W HUBBARD ST,LOS ANGELES,CA,91342,7,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.43123,34.30638,POINT (-118.43123 34.30638)
5512022010,06/22/2022,Single Family,211 S ALTA VISTA BLVD,LOS ANGELES,CA,90036,5,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.34756,34.07066,POINT (-118.34756 34.07066)
5514006042,01/04/2022,Single Family,451 N LAUREL AVE,LOS ANGELES,CA,90048,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.36491,34.07966,POINT (-118.36491 34.07966)
5716027009,02/23/2022,Single Family,539 N AVENUE 67,LOS ANGELES,CA,90042,14,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.1748,34.1177,POINT (-118.1748 34.1177)
4368023020,01/02/2022,Single Family,871 N LINDA FLORA DR,LOS ANGELES,CA,90049,5,Qwan Capital,Sam Jilanchi,949-742-4787,NULL,NULL,,NULL,-118.46524,34.08248,POINT (-118.46524 34.08248)
2536010212,01/07/2022,Single Family,11233 N BORDEN AVE,LOS ANGELES,CA,91331,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.4062,34.2737,POINT (-118.4062 34.2737)
2570007024,01/04/2022,Single Family,10039 N FRANCE AVE,LOS ANGELES,CA,91042,7,PennyMac Loan Services,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.27831,34.25078,POINT (-118.27831 34.25078)
5062012009,01/03/2022,Single Family,2142 S SYCAMORE AVE,LOS ANGELES,CA,90016,10,KESWICK FINANCIAL GROUP,INGRID PEREZ,562-207-2728,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.35183,34.03788,POINT (-118.35183 34.03788)
4329006013,01/24/2022,Single Family,10050 W EMPYREAN WAY,LOS ANGELES,CA,90067,5,Jason Propp,Jason Propp,310-892-6622,NULL,NULL,,NULL,-118.4068,34.05442,POINT (-118.4068 34.05442)
2601050039,03/21/2022,Single Family,17723 W CANDIA CT,LOS ANGELES,CA,91344,12,Mr Cooper,Paula Acosta,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.52072,34.29788,POINT (-118.52072 34.29788)
5015034017,03/24/2022,Multi-Family,4620 1/2 S 2ND AVE,LOS ANGELES,CA,90043,8,SN Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.31904,34.00114,POINT (-118.31904 34.00114)
6050032019,01/13/2022,Single Family,827 E 101ST ST,LOS ANGELES,CA,90002,8,Champion Mortgage,Blanca Portillo,972-894-9993,Carlos Sims,Carols Sims,11820   Cherrylee DR  El Monte CA 91732,626-485-8889,-118.25981,33.94485,POINT (-118.25981 33.94485)
2242013016,07/24/2022,Single Family,15118 W DOMINO ST,VAN NUYS,CA,91411,6,Real Time Resolutions,DAVID ROSAS,888-895-0221,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.46252,34.18377,POINT (-118.46252 34.18377)
5559011015,03/04/2022,Single Family,1408 N SUNSET PLAZA DR,HOLLYWOOD,CA,90069,4,"AB Capital, LLC",Ryan Young,949-499-7800,AB Capital,Ryan Young,15   Corporate Plaza DR  Newport Beach CA 92660,949-290-1979,-118.38254,34.09618,POINT (-118.38254 34.09618)
2523023024,03/08/2022,Single Family,11631 N HERRICK AVE,LOS ANGELES,CA,91340,7,TRIUMPH CAPITAL PARTNERS LLC,THOMAS FISHER,585-512-1018,The Herac Group,Torres Rose,11030   Arrow RE  RANCHOCUCAMONGA CA 91730,949-381-3495,-118.426,34.28148,POINT (-118.426 34.28148)
2779014011,04/07/2022,Single Family,21341 W COMMUNITY ST,LOS ANGELES,CA,91304,3,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.59651,34.22226,POINT (-118.59651 34.22226)
2118021010,07/15/2022,Single Family,18751 W LEADWELL ST,LOS ANGELES,CA,91335,3,Security National Servicing Corp,Eric Moore,877-338-3791,First Allegiance,John Concepcion,473   Broadway 5th Fl AVE  Bayonne NJ 7002,201-746-8715,-118.54239,34.20395,POINT (-118.54239 34.20395)
6004038019,01/04/2022,Multi-Family,5966 S FIGUEROA ST,LOS ANGELES,CA,90003,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.28245,33.98545,POINT (-118.28245 33.98545)
4303010032,07/07/2022,Multi-Family,1429 S SHENANDOAH ST,LOS ANGELES,CA,90035,5,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.38181,34.05349,POINT (-118.38181 34.05349)
4371008018,07/29/2022,Single Family,1643 N BEVERLY GLEN BLVD,LOS ANGELES,CA,90077,5,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Genstone Realty,Mark Giltner,15338   Central AVE  Chino CA 91710,909-261-5415,-118.44449,34.10044,POINT (-118.44449 34.10044)
2582013033,03/10/2022,Single Family,13542 W POLK ST,LOS ANGELES,CA,91342,7,SUPREME LENDING,Kimbra Currie,972-499-7025,EDWARD ZUBIA  no unit number,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,-118.42924,34.32632,POINT (-118.42924 34.32632)
7413008027,09/15/2022,Single Family,1121 W 252ND ST,LOS ANGELES,CA,90710,15,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.29656,33.79583,POINT (-118.29656 33.79583)
5016025008,02/25/2022,Single Family,1724 W 48TH ST,LOS ANGELES,CA,90062,8,Cascade Funding c/o Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.30988,33.99994,POINT (-118.30988 33.99994)
2718020023,04/04/2022,Single Family,10915 N SYLVIA AVE,LOS ANGELES,CA,91326,12,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.55225,34.26852,POINT (-118.55225 34.26852)
2782004007,01/11/2022,Single Family,8349 N JUMILLA AVE,LOS ANGELES,CA,91306,3,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.56352,34.22162,POINT (-118.56352 34.22162)
2146033226,01/04/2022,Single Family,21931 W BURBANK BLVD,LOS ANGELES,CA,91367,3,RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.60508,34.17497,POINT (-118.60508 34.17497)
2769023035,05/31/2022,Single Family,8836 N DARBY AVE,LOS ANGELES,CA,91325,12,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.53345,34.23155,POINT (-118.53345 34.23155)
2336002011,02/23/2022,Single Family,6502 N BONNER AVE,LOS ANGELES,CA,91606,2,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.37358,34.18856,POINT (-118.37358 34.18856)
5108010018,09/06/2022,Multi-Family,750 1/2 E 48TH ST,LOS ANGELES,CA,90011,9,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.26184,33.9996,POINT (-118.26184 33.9996)
5108018022,09/12/2022,Multi-Family,4912 1/2 S WADSWORTH AVE,LOS ANGELES,CA,90011,9,Real Time Resolutions,DAVID ROSAS,888-895-0221,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.25851,33.99894,POINT (-118.25851 33.99894)
2153010024,01/05/2022,Single Family,6252 N LUBAO AVE,LOS ANGELES,CA,91367,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.56576,34.18397,POINT (-118.56576 34.18397)
5302012178,08/25/2022,Single Family,4041 N VIA MARISOL,LOS ANGELES,CA,90042,14,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.1856,34.09373,POINT (-118.1856 34.09373)
6023032010,01/11/2022,Multi-Family,627 E 79TH ST,LOS ANGELES,CA,90001,9,Specialized Loan Servicing LLC C/O Computershare on behalf of beneficiary,Computershare Management,720-241-7375,Computershare,Computershare Management,6200  S Quebec ST  Greenwood Village CO 80111,303-518-3327,-118.26406,33.96755,POINT (-118.26406 33.96755)
7454005033,06/08/2022,Multi-Family,616 W 9TH ST,SAN PEDRO,CA,90731,15,SOCORRO GOMEZ,SOCORRO GOMEZ,562-905-1548,JOSEDELGADO INVSESTMENT,JOSE DELGADO,8819   WHITTIER BLVD 101 PICO RIVERA CA 90660,562-857-1922,-118.2905,33.73615,POINT (-118.2905 33.73615)
4366015033,03/24/2022,Single Family,375 S GLENROY AVE,LOS ANGELES,CA,90049,5,"CAM Real Estate XIA, LLC",Laura Olson,949-922-6698,"CAM Real Estate XIA, LLC",Laura Olson,2015   manhattan beach blvd BLVD  Redondo Beach CA 90278,949-922-6698,-118.46166,34.06839,POINT (-118.46166 34.06839)
6032017045,06/24/2022,Single Family,603 W 85TH ST,LOS ANGELES,CA,90044,8,Reverse Mortgage Solutions,Josefina Scott,832-616-5907,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,-118.28419,33.96123,POINT (-118.28419 33.96123)
5590022022,01/04/2022,Single Family,4511 W KINGSWELL AVE,LOS ANGELES,CA,90027,4,Fay Servicing LLC,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.28794,34.10282,POINT (-118.28794 34.10282)
5183001006,07/13/2022,Single Family,323 N ST LOUIS ST,LOS ANGELES,CA,90033,14,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2021   Hartel   Levittown PA 19057,888-872-9094,-118.21238,34.04743,POINT (-118.21238 34.04743)
4009013008,01/05/2022,Single Family,3000 W 75TH ST,LOS ANGELES,CA,90043,8,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.32535,33.97174,POINT (-118.32535 33.97174)
6001011016,01/26/2022,Single Family,6023 S WILTON PL,LOS ANGELES,CA,90047,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,edward zubia,Edward Zubia,3540   willshire BLVD  los angeles CA 90010,213-804-7437,-118.31495,33.98463,POINT (-118.31495 33.98463)
2076008053,01/03/2022,Single Family,4804 N EXCELENTE DR,LOS ANGELES,CA,91364,3,Selene Finance LP,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.61666,34.15603,POINT (-118.61666 34.15603)
7416001020,01/13/2022,Single Family,1327 W F ST,LOS ANGELES,CA,90744,15,MidFirst Bank,Erik Kenner,800-468-1743,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405,877-339-8202,-118.27875,33.77658,POINT (-118.27875 33.77658)
4370027008,06/14/2022,Single Family,984 N BEL AIR RD,LOS ANGELES,CA,90077,5,Wilmington Savings Fund Society,Tiffany Ruiz,801-441-3543,Verus,TR Hansen,8180  E Kaiser Blvd  Anaheim Hills CA 92808,714-282-2424,-118.44296,34.09223,POINT (-118.44296 34.09223)
6065005007,08/03/2022,Single Family,10504 S ZAMORA AVE EAST,LOS ANGELES,CA,90002,15,Reverse Mortgage Solutions,Erin Hill,866-503-5559,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.25115,33.94076,POINT (-118.25115 33.94076)
2644025049,02/15/2022,Single Family,9505 N VAN NUYS BLVD,LOS ANGELES,CA,91402,6,CARRINGTON MORTGAGE SERVICES LLC,MORTGAGE SERVICES,866-563-1100,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.44822,34.243,POINT (-118.44822 34.243)
4226013031,01/20/2022,Single Family,4 E 20TH AVE,VENICE,CA,90291,11,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.47137,33.98494,POINT (-118.47137 33.98494)
2310002003,01/04/2022,Single Family,8212 N LAUREL CANYON BLVD,LOS ANGELES,CA,91605,6,Security National Servicing Corp,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.39632,34.21985,POINT (-118.39632 34.21985)
5537005015,05/17/2022,Multi-Family,5434 W LA MIRADA AVE,LOS ANGELES,CA,90029,13,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.30804,34.09379,POINT (-118.30804 34.09379)
2671015004,07/19/2022,Single Family,9422 N WOODLEY AVE,LOS ANGELES,CA,91343,12,CALIBER HOME LOANS,CHRISTINE CAYANAN,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.48481,34.24171,POINT (-118.48481 34.24171)
2340010012,01/25/2022,Single Family,12026 W CALIFA ST,LOS ANGELES,CA,91607,2,Robert Khodorovsky,Robert Khodorovsky,818-486-9736,NULL,NULL,,NULL,-118.39509,34.17721,POINT (-118.39509 34.17721)
2020009034,03/15/2022,Single Family,23676 W JUSTICE ST,LOS ANGELES,CA,91304,12,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.64341,34.21677,POINT (-118.64341 34.21677)
4286001003,01/25/2022,Multi-Family,337 1/2 E ROSE AVE,LOS ANGELES,CA,90291,11,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.47595,33.99728,POINT (-118.47595 33.99728)
4326036007,09/12/2022,Single Family,10430 W WILSHIRE BLVD 1-124,LOS ANGELES,CA,90024,5,Fay Servicing,Eric Moore,877-338-3791,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.43046,34.06564,POINT (-118.43046 34.06564)
2731006010,01/04/2022,Single Family,18245 W SAN JOSE ST,LOS ANGELES,CA,91326,12,PHH Mortgage Corporation,Marquita Bullock,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.53125,34.26111,POINT (-118.53125 34.26111)
2166032030,01/07/2022,Single Family,20701 W DEFOREST ST,LOS ANGELES,CA,91364,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.58505,34.16008,POINT (-118.58505 34.16008)
5042019019,01/04/2022,Single Family,3702 S CIMARRON ST,LOS ANGELES,CA,90018,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.31542,34.02086,POINT (-118.31542 34.02086)
6117001010,01/11/2022,Multi-Family,760 W 120TH ST,LOS ANGELES,CA,90044,15,"Planet Home Lending, LLC",Alyssa Guzman,203-303-5277,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.28901,33.92356,POINT (-118.28901 33.92356)
5312027002,01/03/2022,Single Family,6120 N MONTEREY RD,LOS ANGELES,CA,90042,14,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Property Preservation Servicing LLC,Trevethan Aaron,27071   cabot RD  LAGUNA HILLS CA 92653,949-612-0342,-118.18301,34.10698,POINT (-118.18301 34.10698)
5556011010,09/26/2022,Single Family,8475 W KIRKWOOD DR,HOLLYWOOD,CA,90046,4,"Mr. Cooper/Nationstar Mortgage, LLC.",Mr. Cooper,888-456-0714,"Solid Foundation Properties, LLC.",Compliance Team,2690   Cobb PKWY A5379 SMYRNA GA 30080,333-205-7447,-118.376,34.10379,POINT (-118.376 34.10379)
4377026008,09/30/2022,Single Family,2089 N STRADELLA RD,LOS ANGELES,CA,90077,5,JPMORGAN CHASE BANK N.A.,OPERATIONS SPECIALIST,888-310-1506,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.46184,34.10875,POINT (-118.46184 34.10875)
5301015034,08/23/2022,Single Family,561 E TERRILL AVE,LOS ANGELES,CA,90042,14,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.18541,34.10015,POINT (-118.18541 34.10015)
5188008039,01/12/2022,Non-Residential,3609 E WHITTIER BLVD,LOS ANGELES,CA,90023,14,R. C. Temme Corporation,Kathryn Dyrness,818-999-2274,R. C. Temme Corporation,Kathryn Dyrness,21777   Ventura Blvd  201 Woodland Hills CA 91364,818-206-2336,-118.1957,34.02562,POINT (-118.1957 34.02562)
6072022021,03/02/2022,Single Family,933 E 113TH ST,LOS ANGELES,CA,90059,15,Nationstar Mortgage,Code Violations,888-456-0714,CYPREXX SERVICES C/O New Beginning Properties Inc.,Lourdes Chavez,525  W GRAND REGENCY BLV BLVD  BRANDON FL 33510,877-339-8202,-118.25743,33.932,POINT (-118.25743 33.932)
4431038031,04/08/2022,Single Family,16865 W CALLE BELLEVISTA,LOS ANGELES,CA,90272,11,JPMORGAN CHASE BANK N.A.,OPERATIONS SR SPECIALIST I,888-310-1506,Greenfield Property LLC,Code Compliance,4033   Stable DR  Palmdale CA 93552,866-563-1100,-118.55047,34.079,POINT (-118.55047 34.079)
2209015029,01/04/2022,Single Family,8065 N BRIMFIELD AVE,LOS ANGELES,CA,91402,6,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Safeguard,Code Compliance,27720   Jefferson AVE  Temecula CA 92590,877-338-3791,-118.45839,34.21768,POINT (-118.45839 34.21768)
5588026091,03/25/2022,Single Family,4411  LOS FELIZ,LOS ANGELES,CA,90027,4,WELL FARGO BANK N.A,Brock Nekvinda,877-617-5274,WELL FARGO BANK NA,Brock Nekvinda,232  E 2ND ST STE G LOS ANGELES CA 90012,877-617-5274,-118.2855,34.11267,POINT (-118.2855 34.11267)
5572005011,02/10/2022,Single Family,2600 N CHELAN DR,LOS ANGELES,CA,90068,4,BlueView Real Estate LLC,Jeff Martin,323-632-0079,NULL,NULL,,NULL,-118.34783,34.11625,POINT (-118.34783 34.11625)
6029019029,07/28/2022,Single Family,839 1/2 E 84TH ST,LOS ANGELES,CA,90001,9,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.25938,33.96299,POINT (-118.25938 33.96299)
2283003005,09/14/2022,Multi-Family,15547 W VALLEY VISTA BLVD,LOS ANGELES,CA,91436,4,Witkin & Associates LLC,Richard Witkin,818-845-4000,NULL,NULL,,NULL,-118.47368,34.15045,POINT (-118.47368 34.15045)
6031029027,02/02/2022,Single Family,213 W 82ND ST,LOS ANGELES,CA,90003,9,Cascade Funding c/o Reverse Mortgage Solutions,Shelly Martinez,281-404-7962,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.27659,33.96517,POINT (-118.27659 33.96517)
2384024016,01/02/2022,Single Family,3250 N COLDWATER CANYON AVE,LOS ANGELES,CA,91604,4,BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.4096,34.13332,POINT (-118.4096 34.13332)
