APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Mgmt Contact Phone,Property on Map
5115031024,11/29/2017,Single Family,1230 E 42ND PL,LOS ANGELES,CA,90011,9,Bank of America,Joan Duffy,818-285-5230,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.25325999999998 34.0065)
2656005189,01/31/2017,Single Family,9714 N SEPULVEDA BLVD,LOS ANGELES,CA,91343,7,Rushmore Loan Management Services,Enrique Orozco,949-341-5675,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGLES CA 90010,213-383-2097,POINT (-118.46718999999999 34.24706)
2718022016,06/30/2017,Single Family,10901 N DES MOINES AVE,LOS ANGELES,CA,91326,12,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Zieve, Brodnax, & Steele, LLP c/o Bron Inc",Bron Inc,30   Corporate PARK 450 IRVINE CA 92606,877-338-3791,POINT (-118.55473 34.26802)
2782026003,10/18/2017,Single Family,19853 W PARTHENIA ST,LOS ANGELES,CA,91324,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"Quest Preservation, Inc",Kevin Merrett,16808   Armstrong AVE 215 Irvine CA 92606,714-408-1844,POINT (-118.56637 34.22836)
5521009007,01/10/2017,Multi-Family,508 N KINGSLEY DR,LOS ANGELES,CA,90004,13,JP Morgan Chase NA,Amy Lott,888-310-1506,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.30329 34.08022)
2238014017,01/20/2017,Single Family,6425 N MATILIJA AVE,VAN NUYS,CA,91401,2,Cenlar FSB,ATHENA SANTOS,720-945-5431,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.43355999999999 34.18755)
4326003033,08/04/2017,Single Family,10550 W WILSHIRE BLVD 1-50,LOS ANGELES,CA,90024,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,POINT (-118.43255000000002 34.06277)
6017004030,08/01/2017,Multi-Family,7219 S CIMARRON ST,LOS ANGELES,CA,90047,8,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.31573 33.97384)
2180008023,01/06/2017,Single Family,4121 N VANALDEN AVE,LOS ANGELES,CA,91356,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Remedy Field Services Inc,Agnes Mella,15615   Alton PKWY  IRVINE CA 92618,888-540-4490,POINT (-118.5564 34.14456)
5522009015,04/05/2017,Single Family,645 N MANHATTAN PL,LOS ANGELES,CA,90004,4,Nationstar Mortgage,Code Violations,888-456-0714,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.31032000000002 34.08295)
5103020007,01/25/2017,Multi-Family,1015 1/2 E 55TH ST,LOS ANGELES,CA,90011,9,JB NUTTER & COMPANY,CINDY COMBS,816-531-5642,J & J Board Ups,Javier Ortiz,475  S Rall AVE  Bassett CA 91746,626-290-9017,POINT (-118.25757999999999 33.99262)
2726003003,01/27/2017,Single Family,19919 W LASSEN ST,LOS ANGELES,CA,91311,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403,323-363-4863,POINT (-118.5676 34.25014)
4256023027,01/31/2017,Single Family,2568 S MILITARY AVE,LOS ANGELES,CA,90064,5,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.43052999999999 34.03527)
5219014014,12/05/2017,Single Family,5219 E EDNA ST,LOS ANGELES,CA,90032,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.1696 34.08391)
2250022010,07/26/2017,Single Family,15165   MAGNOLIA BLVD,LOS ANGELES,CA,91403,4,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.46286999999998 34.16506)
2565010037,01/18/2017,Single Family,10431 N HILLHAVEN AVE,LOS ANGELES,CA,91042,7,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,POINT (-118.29027000000002 34.25842)
5053004022,01/03/2017,Single Family,2041 W 29TH PL,LOS ANGELES,CA,90018,10,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,Superior Field Services,Moti Shoham,5525   Morella AVE  Valley Village CA 91607,813-424-4732,POINT (-118.31014000000002 34.02835)
2156027100,07/12/2017,Single Family,18555 W COLLINS ST,TARZANA,CA,91356,3,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.53906 34.17462)
2523015030,04/14/2017,Single Family,13409 W CORNELIUS ST,LOS ANGELES,CA,91331,7,Fay Servicing LLC,Grace Wesson,877-338-3791,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,POINT (-118.42479 34.27908)
2384017033,12/01/2017,Single Family,3915 N AVENIDA DEL SOL,LOS ANGELES,CA,91604,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,POINT (-118.41155 34.13762)
2639008119,01/19/2017,Single Family,9210 N VAN NUYS BLVD,LOS ANGELES,CA,91402,6,PNC MORTGAGE PRESALE,JENNIFER SMITH,937-910-1887,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.45005 34.237590000000004)
2222019052,01/05/2017,Single Family,15443 W VALERIO ST,VAN NUYS,CA,91406,6,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,POINT (-118.46977 34.20493)
2163007008,07/03/2017,Single Family,5117 N TAMPA AVE,LOS ANGELES,CA,91356,3,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.55417999999999 34.16416)
4229019130,07/19/2017,Single Family,13700 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.44503 33.98482)
7414015018,11/17/2017,Single Family,1021 W LOWEN ST,LOS ANGELES,CA,90744,15,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.27589 33.79528)
4379024011,06/02/2017,Vacant Residential,2427 N BUSHROD LANE,LOS ANGELES,CA,90077,5,Jahangir Mostaghel,Jahangir Mostaghel,310-795-1705,NULL,NULL,,NULL,POINT (-118.44845 34.11359)
6004007020,01/20/2017,Multi-Family,950 W 59TH DR,LOS ANGELES,CA,90044,9,"US Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.29094999999998 33.9861)
2617017013,09/21/2017,Single Family,10311 N LEV AVE,LOS ANGELES,CA,91331,6,Westin Capital,Igor Zitser,310-874-9651,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,POINT (-118.44156 34.25782)
2305023016,02/06/2017,Single Family,12614 W KESWICK ST,LOS ANGELES,CA,91605,2,DITECH FINANCIAL LLC,Property Pres Department,855-577-1602,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,POINT (-118.40796000000002 34.20963)
2184022002,01/01/2017,Single Family,17941 W KAREN DR,LOS ANGELES,CA,91316,5,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,POINT (-118.52337 34.15538)
6067002028,05/31/2017,Single Family,1941 E 115TH ST,LOS ANGELES,CA,90059,15,ClearSpringLS,Clear Springs,813-387-1100,First Allegiance,registrations dept,5716   Corsa AVE 110 Westlake Village CA 91362,888-727-6303,POINT (-118.23754 33.9306)
2045009029,03/13/2017,Single Family,6115 N DILL PL,LOS ANGELES,CA,91367,3,"SETERUS, INC",Property Preservation,877-735-3637,SO CAL INSPECTORS INC,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,POINT (-118.64717 34.18122)
4007004009,01/12/2017,Single Family,6035 S 3RD AVE,LOS ANGELES,CA,90043,8,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   DOVE TAIL TR  San Marcos CA 92078,800-468-1743,POINT (-118.32073999999999 33.98448)
2309024007,01/06/2017,Single Family,7837 N VANTAGE AVE,LOS ANGELES,CA,91605,2,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.39783000000001 34.21318)
2780029011,01/18/2017,Single Family,20733 W LONDELIUS ST,LOS ANGELES,CA,91306,3,"Nations Direct Mortgage, LLC",Richard Fike,847-550-7497,Los Angeles County Property Preservation,Eddie Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.58527000000001 34.22922)
2274022027,07/13/2017,Single Family,3350 N COY DR,LOS ANGELES,CA,91423,4,Us Bank National Association,Diana Alon,818-770-3663,Carrington Home Solutions,Carrington Home Solutions,3350   Coy DR  Sherman Oaks CA 91423,949-517-6733,POINT (-118.44520000000001 34.132)
2644030199,09/13/2017,Single Family,14501 W DAISY DR,LOS ANGELES,CA,91402,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.44819000000001 34.24161)
2531026025,01/31/2017,Single Family,11654 N GLADSTONE AVE,LOS ANGELES,CA,91342,7,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS-Bron,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,813-387-8306,POINT (-118.39714000000001 34.28212)
2631005024,12/06/2017,Single Family,9111 N TELFAIR AVE,LOS ANGELES,CA,91352,6,"U.S. Bank, N.A., C/O Select Portfolio Servicing",NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.39526 34.234730000000006)
2106011093,03/13/2017,Non-Residential,19852   STAGG ST,LOS ANGELES,CA,91306,3,Brougham Fund,Registration Department,814-827-4661,BSI Financial,registrations dept,5716   Corsa AVE  Westlake Village CA 91362,814-827-4661,POINT (-118.5658192 34.2106772)
2870017002,03/09/2017,Single Family,18413 W CHATHAM LANE,LOS ANGELES,CA,91326,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,POINT (-118.53401000000001 34.28187)
6022024022,01/11/2017,Single Family,427 E 75TH ST,LOS ANGELES,CA,90003,9,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.26628 33.97227000000001)
5550002025,06/27/2017,Single Family,1728 N SIERRA BONITA AVE,HOLLYWOOD,CA,90046,4,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,NULL,NULL,,NULL,POINT (-118.35382000000001 34.10252)
5113009009,01/03/2017,Single Family,277 E 43RD ST,LOS ANGELES,CA,90011,9,U.S. Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.26865000000001 34.0058)
5442019030,01/17/2017,Single Family,2758 N DENBY AVE,LOS ANGELES,CA,90039,13,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.24581000000002 34.10215)
5015020012,01/10/2017,Multi-Family,2071 W 52ND ST,LOS ANGELES,CA,90062,8,JP Morgan Chase NA,Amy Lott,888-310-1506,Safeguard Properties,Safeguard Properties,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,800-852-8306,POINT (-118.31562000000001 33.99515)
7456002032,01/30/2017,Single Family,1001 S CENTRE ST,SAN PEDRO,CA,90731,15,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.28368000000002 33.73492)
2656022246,04/10/2017,Single Family,15115 W ROMERO PL,LOS ANGELES,CA,91343,7,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791,POINT (-118.46174000000002 34.23867)
2723007014,01/10/2017,Single Family,10509 N ANDORA AVE,LOS ANGELES,CA,91311,12,Select Portfolio Servicing LLC,Customer Services,800-258-8602,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.60895 34.26106)
2202006026,11/03/2017,Single Family,17359 W KESWICK ST,LOS ANGELES,CA,91325,12,Cenlar FSB,Alton Payton,866-769-1958,NULL,NULL,,NULL,POINT (-118.51210000000002 34.20975)
6048022054,02/03/2017,Multi-Family,9427 S MAIE AVE,LOS ANGELES,CA,90002,15,"Christiana Trust, A Division of Wilmington Savings Fund Society, FSB, not in its individual capacity",Mauricio Lanio,888-504-6700,"Miles Preservation, LLC",Adam Miles,27226   Via Industria  A Temecula CA 92590,951-928-4848,POINT (-118.24483 33.95083)
7455009004,01/16/2017,Multi-Family,371 W 9TH ST,SAN PEDRO,CA,90731,15,Ocwen Loan Servicing LLC,Judy Credit,407-737-5247,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.28498000000002 33.73591)
5042005042,02/20/2017,Single Family,3679 S 2ND AVE,LOS ANGELES,CA,90018,10,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,POINT (-118.31912 34.02069)
2510002033,03/29/2017,Single Family,13407 N AZORES AVE,LOS ANGELES,CA,91342,7,Specialized Loan Servicing as Servicing Agent for Beneficiary,Hunter Robinson,877-367-0512,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.43038000000001 34.31526)
2010006003,01/05/2017,Single Family,22047 W GRESHAM ST,LOS ANGELES,CA,91304,12,Nationstar Mortgage,Code Violations,888-456-0714,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.60754 34.23042)
5027012015,04/03/2017,Single Family,4737 W DON PORFIRIO PL,LOS ANGELES,CA,90008,8,Fay Servicing LLC,Grace Wesson,877-338-3791,Bron Inc,Grace Wesson,41951   Remington  150 Temecula CA 92590,877-338-3791,POINT (-118.35584999999999 34.00261)
2103013026,01/03/2017,Single Family,18824 W ARMINTA ST,LOS ANGELES,CA,91335,3,Wells Fargo Bank NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.54352999999999 34.21372)
2731029080,01/19/2017,Single Family,18132 W ANDREA CIR SOUTH,LOS ANGELES,CA,91325,12,M&T BANK,JAMES KELLY,800-724-1633,BRON Inc.,Eric Moore,27720   Jefferson AVE 210 Temecula CA 92590,877-338-3791,POINT (-118.52832000000001 34.25271)
2601051027,07/20/2017,Single Family,11930 N NUGENT DR,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,NULL,NULL,,NULL,POINT (-118.51585000000001 34.28751)
2329002010,01/05/2017,Multi-Family,6560 N WOODMAN AVE,LOS ANGELES,CA,91401,2,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,800-468-1743,POINT (-118.43104999999998 34.18992)
6016030027,01/19/2017,Single Family,6905 S CIMARRON ST,LOS ANGELES,CA,90047,8,"SETERUS, INC",Property Preservation,877-735-3637,SO CAL INSPECTORS VPR,Suzanne Phillips,9525   Stewart and Gray RD  Downey CA 90241,760-591-9244,POINT (-118.31598 33.97688)
6065013022,03/07/2017,Multi-Family,1409 E 108TH ST,LOS ANGELES,CA,90059,15,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,NULL,NULL,,NULL,POINT (-118.2498 33.93794)
2660017015,01/09/2017,Single Family,15131 W TUBA ST,LOS ANGELES,CA,91345,7,PennyMac Loan Services,Property Preservation,866-695-4122,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,POINT (-118.46197 34.25643)
2692024007,09/08/2017,Single Family,9639 N PASO ROBLES AVE,LOS ANGELES,CA,91325,12,Fay Servicing LLC,Grace Wesson,877-338-3791,Coldwell Banker Top Team,Mark Giltner,27720   Jefferson AVE  Temecula CA 92590,909-261-5415,POINT (-118.50417999999999 34.24521)
2666020019,01/24/2017,Single Family,16015 W SAN FERNANDO MISSION BLVD,LOS ANGELES,CA,91344,12,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.4809 34.27203000000001)
6030022014,01/03/2017,Multi-Family,345 E 83RD ST 1-4,LOS ANGELES,CA,90003,9,Nationstar Mortgage LLC,Code Compliance,888-480-2432,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,POINT (-118.26794 33.96386)
5078033017,06/14/2017,Multi-Family,1224 S FEDORA ST,LOS ANGELES,CA,90006,1,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,POINT (-118.29775000000001 34.04825)
2042002012,07/14/2017,Single Family,22853 W DOLOROSA ST,LOS ANGELES,CA,91367,3,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,POINT (-118.62518 34.17023)
5090012016,01/19/2017,Single Family,929 S MUIRFIELD RD,LOS ANGELES,CA,90019,4,"Wilmington Trust Co, as Trustee, c/o Select Portfolio Servicing",Code Violation,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.33080999999999 34.05798)
5420010029,08/14/2017,Single Family,1907 N LEMOYNE ST,LOS ANGELES,CA,90026,13,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,POINT (-118.25437 34.08756)
2022008002,12/13/2017,Single Family,22738 W SATICOY ST,LOS ANGELES,CA,91307,12,Mr. Cooper,Paula Acosta,800-468-1743,Remedy Field Services,Brandon Cole,15615   Alton PKWY 450 Irvine CA 92618,800-468-1743,POINT (-118.62259000000002 34.20809)
4007025016,02/17/2017,Single Family,6335 S ARLINGTON AVE,LOS ANGELES,CA,90043,8,Shellpoint Mortgage Services,Tracy Hall,866-825-2174,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,POINT (-118.31882000000002 33.98203)
2651019014,01/01/2017,Single Family,15033 W BROADMOOR ST,LOS ANGELES,CA,91343,6,Bank of New York Mellon c/o Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.46004000000002 34.2338)
2561031005,02/15/2017,Single Family,8545 W LA TUNA CANYON ROAD,LOS ANGELES,CA,91352,7,Bayview Loan Servicing,Alexa Urcuyo,858-750-7643,Miles Preservation LLC,Miles Preservation,27226   Via Industria   Temecula CA 92590,951-808-3346,POINT (-118.31965000000001 34.23712)
2074006028,11/29/2017,Single Family,4835 N BRUGES AVE,LOS ANGELES,CA,91364,3,"US BANK NA, c/o Select Portfolio Servicing",US BANK NA Select Portfolio Servicing,888-349-8964,Safeguard Properties,Edward Zubia,3540   Wilshire  1109 Los Angeles CA 90010,213-383-2097,POINT (-118.62533 34.15893)
2169005016,10/03/2017,Single Family,5142 N TOPANGA CANYON BLVD,LOS ANGELES,CA,91364,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,POINT (-118.60560000000001 34.16303)
2368011025,01/17/2017,Single Family,4138 N TROOST AVE,LOS ANGELES,CA,91604,2,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,POINT (-118.38638 34.14388)
5304015011,10/03/2017,Single Family,771 E MONTECITO DR,LOS ANGELES,CA,90031,1,"Trustee Corps, PennyMac Loac Services, LLC",PennyMac Loan Services LLC,256-902-4034,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,POINT (-118.19921000000001 34.09082)
5103018030,01/12/2017,Multi-Family,864 E 55TH ST,LOS ANGELES,CA,90011,9,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,POINT (-118.26039000000002 33.99241)
2104031098,01/06/2017,Single Family,19231 W SHERMAN WAY,LOS ANGELES,CA,91335,3,Select Portfolio Servicing,Code Violations,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.55238 34.20246)
2697003008,01/02/2017,Single Family,17272 W SIMONDS ST,LOS ANGELES,CA,91344,12,The Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.51012 34.27642)
2528035013,11/01/2017,Single Family,10543 W LOST TRAIL AVE,LOS ANGELES,CA,91040,7,Tujunga Venture One,Warren Bleosfsky,888-716-1516,NULL,NULL,,NULL,POINT (-118.36422000000002 34.26262)
2359022001,01/09/2017,Single Family,4758 N SUNNYSLOPE AVE,LOS ANGELES,CA,91423,4,Rushmore Loan Management Services,Enrique Orozco,786-319-1776,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGLES CA 90010,213-383-2097,POINT (-118.42674 34.15732)
2611022001,08/04/2017,Single Family,11972 N ROSSITER PL,LOS ANGELES,CA,91342,7,Central Loan Administration & Reporting,Athena Santos,888-821-6452,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.45534 34.28814)
2236014012,01/10/2017,Multi-Family,14658 W HAYNES ST,VAN NUYS,CA,91411,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,POINT (-118.45288999999998 34.1895)
2582040102,01/12/2017,Single Family,16419 N NICKLAUS DR,LOS ANGELES,CA,91342,7,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,POINT (-118.48990000000002 34.32518)
5003006026,04/17/2017,Single Family,1643 W 52ND ST,LOS ANGELES,CA,90062,8,MidFirst Bank,Erik Kenner,800-468-1743,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.30612000000002 33.99518)
5081015001,08/25/2017,Multi-Family,1111 S 3RD AVE,LOS ANGELES,CA,90019,10,DITECH FINANCIAL LLC,TEMPE PROPERTIES,480-333-6059,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.31887 34.05049)
2504007210,01/17/2017,Single Family,14365 W FOOTHILL BLVD,LOS ANGELES,CA,91342,7,"Pacific Union Financial, LLC",Diane Clarke,866-500-0558,Pinelands Preservations,Ken Clarkson,37846  E 52nd ST  Palmdale CA 93552,661-361-4225,POINT (-118.44674999999998 34.32042)
5103002026,06/06/2017,Multi-Family,721 E 52ND ST,LOS ANGELES,CA,90011,9,OCWEN FINANCIAL CORPORATION,PROPERTY REGISTRATION,319-236-5249,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,POINT (-118.26248000000001 33.99585)
2606005053,01/06/2017,Single Family,17138 W SUNDERLAND DR,LOS ANGELES,CA,91344,12,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,POINT (-118.50695999999999 34.29319)
2326023003,08/09/2017,Single Family,6484 N LONGRIDGE AVE,LOS ANGELES,CA,91401,2,Wells Fargo Bank N.A.,Jonathon Holt,877-617-5274,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,POINT (-118.42136000000002 34.18841)
5475007023,01/09/2017,Single Family,1114 W OBAN DR,LOS ANGELES,CA,90065,1,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Giwa Olatunji,123   Morgan AL  PASADENA CA 91105,626-380-6275,POINT (-118.21858 34.11625)
5455009002,01/06/2017,Single Family,2917 E FUTURE ST,LOS ANGELES,CA,90065,1,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,POINT (-118.23182 34.09984)
