APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,lon,lat,Property on Map
5109010017,01/22/2020,Multi-Family,4603 S SAN PEDRO ST,LOS ANGELES,CA,90011,9,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.2698,34.00188,POINT (-118.26979999999999 34.00188)
5302015135,01/24/2020,Single Family,4280 E VIA ARBOLADA,LOS ANGELES,CA,90042,14,"U.S. Bank National Association, as Trustee",Douglas Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,-118.18641,34.09809,POINT (-118.18641000000001 34.09809)
5431036030,01/17/2020,Single Family,1737 N WEST SILVER LAKE DR,LOS ANGELES,CA,90026,13,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.26851,34.09032,POINT (-118.26851 34.09032)
2138025002,01/31/2020,Single Family,21052 W GAULT ST,LOS ANGELES,CA,91303,3,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.59238,34.1991,POINT (-118.59237999999999 34.1991)
4242031015,05/15/2020,Single Family,2317 S GLYNDON AVE,LOS ANGELES,CA,90291,11,Louis Ng,Andrew Still,714-427-7055,NULL,NULL,,NULL,-118.45007,33.99669,POINT (-118.45007000000001 33.99669)
7426010014,01/10/2020,Single Family,1022 E SANDISON ST,LOS ANGELES,CA,90744,15,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.2504,33.79403,POINT (-118.2504 33.79403)
5451026007,01/10/2020,Single Family,3749 N GLENALBYN DR,LOS ANGELES,CA,90065,1,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.21617,34.0931,POINT (-118.21616999999999 34.0931)
4019004027,07/27/2020,Single Family,4401 W 58TH PL,LOS ANGELES,CA,90043,8,Lima One Capital,Morris Faile,864-672-9066,Spectrum Solutions Acquisitions LLC,Stephanie Alder,8518   Walnut DR  Los Angeles CA 90046,801-461-8378,-118.35197,33.98808,POINT (-118.35197 33.98808)
2258015004,01/07/2020,Single Family,5019 1/2 N GENESTA AVE,LOS ANGELES,CA,91316,5,bayview,Willie Walton,714-848-7920,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.5034,34.16234,POINT (-118.50339999999998 34.16234)
2582040102,01/08/2020,Single Family,16419 N NICKLAUS DR,LOS ANGELES,CA,91342,7,CALIBER HOME LOANS,CHRISTINE CAYANAN,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.4899,34.32518,POINT (-118.48990000000002 34.32518)
6020034002,01/06/2020,Single Family,452 W 77TH ST,LOS ANGELES,CA,90003,8,CARLOS J MEDINA C/O RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.28233,33.96965,POINT (-118.28233 33.96965)
5082018026,01/07/2020,Single Family,1050 S PLYMOUTH BLVD,LOS ANGELES,CA,90019,10,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32732,34.05415,POINT (-118.32732 34.05415)
2264006128,01/21/2020,Single Family,4665 N WILLIS AVE,LOS ANGELES,CA,91403,4,"Deutsche Bank National Trust Company, as Trustee",Douglas Randall,303-470-3633,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.45545,34.15594,POINT (-118.45545000000001 34.15594)
2119004007,01/16/2020,Single Family,18165 W HATTON ST,LOS ANGELES,CA,91335,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52978,34.21006,POINT (-118.52978 34.21006)
4229019216,02/06/2020,Single Family,13700 W MARINA POINTE DR,LOS ANGELES,CA,90292,11,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.44503,33.98482,POINT (-118.44503 33.98482)
2755009014,01/24/2020,Single Family,9560 N SHOSHONE AVE,LOS ANGELES,CA,91325,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.51759,34.24489,POINT (-118.51759 34.24489)
2502023002,01/22/2020,Single Family,14571 W BLEDSOE ST,LOS ANGELES,CA,91342,7,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.4506,34.3187,POINT (-118.4506 34.3187)
5001014026,03/02/2020,Multi-Family,821 1/2 W 58TH ST,LOS ANGELES,CA,90037,9,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.28793,33.98981,POINT (-118.28793 33.98981)
6063007030,03/05/2020,Single Family,239 E 102ND ST,LOS ANGELES,CA,90003,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.27037,33.94387,POINT (-118.27037000000001 33.94387)
5517011024,01/16/2020,Single Family,106 N SERRANO AVE,LOS ANGELES,CA,90004,10,"New Residential Mortgage, LLC",Sarah Richardson,757-452-5138,Guardian Asset Management,Vendor Management,2021   Hartel ST  Leviitown PA 19057,888-872-9094,-118.30657,34.07404,POINT (-118.30657 34.07404)
5014020026,01/09/2020,Multi-Family,4526 S 6TH AVE,LOS ANGELES,CA,90043,8,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.32342,34.00194,POINT (-118.32342 34.00194)
5113030008,11/12/2020,Multi-Family,4084 S MAIN ST,LOS ANGELES,CA,90037,9,FNMA,Eric Moore,877-338-3791,Tower Realty & Investment,RONALD EDISON,739  W ROSECRANS AVE  COMPTON CA 90222,310-884-9084,-118.27382,34.00915,POINT (-118.27382000000001 34.00915)
2511007013,04/22/2020,Single Family,13308 W RAVEN ST,LOS ANGELES,CA,91342,7,Mr. Cooper LLC,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.42277,34.32105,POINT (-118.42277 34.32105)
5178022037,01/18/2020,Single Family,3110 E EAST SIDE BLVD,LOS ANGELES,CA,90063,14,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.19777,34.04327,POINT (-118.19777000000002 34.04327)
5037011024,03/02/2020,Multi-Family,1232 1/2 W 38TH ST,LOS ANGELES,CA,90037,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.29846,34.01722,POINT (-118.29846 34.01722)
2124022024,01/22/2020,Single Family,6215 N LINDLEY AVE,LOS ANGELES,CA,91335,3,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.52743,34.1822,POINT (-118.52743 34.1822)
4221002073,01/24/2020,Single Family,4581  INGLEWOOD,LOS ANGELES,CA,90230,11,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.41604,33.99395,POINT (-118.41604000000001 33.99395)
5164012111,08/31/2020,Single Family,1855  INDUSTRIAL,LOS ANGELES,CA,90021,14,"PS Funding, Inc.",Matthew Dameron,213-634-0655,"PS Funding, Inc",Casey Corcoran,2121   Park PL  El Segundo CA 90245,323-687-6238,-118.23299,34.03597,POINT (-118.23299000000002 34.03597)
2329019013,01/09/2020,Single Family,6711 N VARNA AVE,LOS ANGELES,CA,91401,2,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,-118.42483,34.19238,POINT (-118.42483 34.19238)
4001029016,01/24/2020,Single Family,6242 S MORLEY AVE,LOS ANGELES,CA,90056,11,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,The Herac Group,Torres Rose,11030   Arrow RE 102 Rancho Cucamonga CA 91730,909-481-1100,-118.36536,33.98274,POINT (-118.36536 33.98274)
7469022020,01/10/2020,Single Family,3636 S ALMA ST,LOS ANGELES,CA,90731,15,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.30177,33.71371,POINT (-118.30176999999999 33.71371)
2243013023,05/11/2020,Single Family,5657 N SALOMA AVE,VAN NUYS,CA,91411,4,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.45873,34.17379,POINT (-118.45873 34.17379)
5068018008,06/29/2020,Single Family,1532 S HI POINT ST,LOS ANGELES,CA,90035,10,Goldman Sachs Bank USA,Scott Sawyer,213-634-1004,NULL,NULL,,NULL,-118.36928,34.04902,POINT (-118.36927999999999 34.04902)
6059002008,01/23/2020,Single Family,10034 S HOBART BLVD,LOS ANGELES,CA,90047,8,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.30772,33.94432,POINT (-118.30772000000002 33.94432)
2633017004,01/22/2020,Single Family,11942 W NEENACH ST,LOS ANGELES,CA,91352,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.39274,34.22799,POINT (-118.39274 34.22799)
2654025054,07/03/2020,Single Family,8414 N COLUMBUS AVE,LOS ANGELES,CA,91402,6,Pati Family trust,damoder Reddy,310-541-8198,NULL,NULL,,NULL,-118.46534,34.22351,POINT (-118.46534000000001 34.223510000000005)
6120023027,01/07/2020,Single Family,16122 S DENVER AVE,LOS ANGELES,CA,90248,15,MICHAEL GONZALEZ C/O BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.28383,33.88458,POINT (-118.28383 33.88458)
4401030105,12/13/2020,Single Family,330 S BARRINGTON AVE,LOS ANGELES,CA,90049,11,PHH Mortgage/Ocwen Financial Corporation,Jason Jastrzemski,561-682-7547,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.46835,34.06145,POINT (-118.46835 34.06145)
2176005023,08/03/2020,Single Family,4922 N VANALDEN AVE,LOS ANGELES,CA,91356,3,"Cardenas Three, LLC",Elizabeth Velasquez,909-315-2746,NA,Elizabeth Velasquez,12223   Highland AVE 10655 Rancho Cucamonga CA 91739,909-315-2746,-118.55238,34.15897,POINT (-118.55238 34.15897)
5579028015,01/23/2020,Single Family,3405 N NORTH KNOLL DR,LOS ANGELES,CA,90068,4,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.3426,34.13085,POINT (-118.34260000000002 34.13085)
2214005019,01/15/2020,Single Family,7967 N CLEARFIELD AVE,LOS ANGELES,CA,91402,6,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.43646,34.21595,POINT (-118.43646000000001 34.21595)
5469002025,01/07/2020,Multi-Family,5113 1/2 E MIRIAM ST,LOS ANGELES,CA,90042,1,Scott Capital Management Fund 1,John Scott,608-334-4144,LRES Corp.,Kathy Golden,765   The City Drive South  300 Orange CA 92868,800-434-6125,-118.20499,34.11527,POINT (-118.20498999999998 34.11527)
6033002030,01/17/2020,Single Family,1345 W 85TH ST,LOS ANGELES,CA,90044,8,Bayview Loan Servicing Jefferson,Eric Moore,877-338-3791,MCS - Bayview,Ingrid Lopez,12901  SW 132nd AVE  miami FL 33186,786-871-0849,-118.29972,33.96094,POINT (-118.29972000000001 33.96094)
4102015088,03/12/2020,Single Family,6564 S BRADLEY PL,LOS ANGELES,CA,90056,11,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,-118.37112,33.98038,POINT (-118.37112000000002 33.98038)
5569013043,01/10/2020,Single Family,2144 N HERCULES DR,LOS ANGELES,CA,90046,4,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.36387,34.1089,POINT (-118.36387 34.1089)
5451023017,01/19/2020,Vacant Residential,469 W DEL NORTE ST,LOS ANGELES,CA,90065,1,Chih-Wen Yu,Chih-Wen Yu,949-387-1262,C&H Trust Deed Service,Coby Halavais,1   1 Orchard Rd.  110 Lake Forest CA 92679,949-305-8901,-118.21545,34.0924,POINT (-118.21545 34.0924)
2344015023,06/26/2020,Single Family,5417 N FULTON AVE,LOS ANGELES,CA,91401,4,Mor Financial Services,Rosie Bonilla,213-784-0732,LRES Corp.,Kathy Golden,765   The City Drive South  300 Orange CA 92868,800-434-6125,-118.42269,34.16909,POINT (-118.42269000000002 34.16909)
2781011006,01/02/2020,Single Family,20319 W BRYANT ST,LOS ANGELES,CA,91306,3,Champion Mortgage,Tina Simmons,972-894-9993,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,-118.57608,34.22711,POINT (-118.57608 34.22711)
2137009010,01/23/2020,Single Family,7107 N COZYCROFT AVE,LOS ANGELES,CA,91306,3,JP Morgan Chase NA,Amy Lott,888-310-1506,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,-118.58245,34.19952,POINT (-118.58245 34.19952)
2362014129,11/02/2020,Single Family,4424 N COLDWATER CANYON AVE,LOS ANGELES,CA,91604,2,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.41359,34.15122,POINT (-118.41359000000001 34.15122)
2156022020,01/13/2020,Single Family,5701 N GEYSER AVE,LOS ANGELES,CA,91356,3,"U.S. Bank National Association, as Indenture Trustee on behalf of and with respect to Ajax Mortgage",Daleana Bautista,503-505-5645,Atesa Real Estate,Thessy Onyededum,21151  S western AVE  Los Angeles CA 99501,760-691-9118,-118.54281,34.17466,POINT (-118.54281 34.17466)
6117001004,12/07/2020,Single Family,819 W ATHENS BLVD,LOS ANGELES,CA,90044,15,Mr. Cooper,Paula Acosta,800-468-1743,Xome Field Services C/O New Beginning Properties Inc.,Lourdes Chavez,999  W Marshall BLVD  San Bernadino CA 92405,800-468-1743,-118.2898,33.92326,POINT (-118.2898 33.92326)
5003025025,01/07/2020,Single Family,1424 W 56TH ST,LOS ANGELES,CA,90062,8,Imperial TD/Lantern Financial,Danielle Halyak,818-386-0101,NULL,NULL,,NULL,-118.30114,33.99135,POINT (-118.30114 33.99135)
2261015042,01/21/2020,Single Family,5153 N DENSMORE AVE,LOS ANGELES,CA,91436,5,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,-118.47727,34.16363,POINT (-118.47727 34.16363)
2671011030,04/21/2020,Single Family,9150 N AQUEDUCT AVE,LOS ANGELES,CA,91343,12,CTF Asset Management LLC,Robert Yanes,800-931-2424,FCI Lender Services,Robert Yanes,8180  E Kaiser blvd  Anaheim CA 92808,800-931-2424,-118.47369,34.23709,POINT (-118.47368999999999 34.23709)
2531025021,01/31/2020,Single Family,11871 N VANPORT AVE,LOS ANGELES,CA,91342,7,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.39929,34.28592,POINT (-118.39929000000001 34.28592)
5052026039,01/07/2020,Multi-Family,2167 W 30TH ST,LOS ANGELES,CA,90018,10,Real Time Resolutions,DAVID ROSAS,888-895-0221,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.31412,34.0275,POINT (-118.31412 34.0275)
5053020029,07/06/2020,Multi-Family,2630 S LA SALLE AVE 1-10,LOS ANGELES,CA,90018,8,National Loan Acquisitions Company,Andre Jizrawi,503-496-1979,"David Z Bark, Esq.",David Bark,2   First American Way   Los Angeles CA 92707,858-410-2154,-118.30521,34.03166,POINT (-118.30521000000002 34.03166)
5190022027,01/07/2020,Multi-Family,3319 E HUNTER ST,LOS ANGELES,CA,90023,14,"CALIBER HOME LOANS, INC.",Kandyce Hughes,214-874-4174,EDWARD ZUBIA,EDWARD ZUBIA,3540   wilshire BLVD  Los Angeles CA 90010,818-406-3611,-118.2071,34.02067,POINT (-118.20710000000001 34.02067)
2104019009,02/03/2020,Single Family,7432 N SYLVIA AVE,LOS ANGELES,CA,91335,3,Shellpoint Mortgage Servicing,Eric Moore,877-338-3791,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,-118.5523,34.20556,POINT (-118.55230000000002 34.20556)
2151011024,01/07/2020,Single Family,5700 N MCDONIE AVE,LOS ANGELES,CA,91367,3,AMY BROWN C/O RUSHMORE LOAN MANAGEMENT SERVICES,PROPERTY PRESERVATION,949-341-5601,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.57608,34.17426,POINT (-118.57608 34.17426)
5044016043,01/28/2020,Multi-Family,3436 1/2 S 8TH AVE,LOS ANGELES,CA,90018,10,NETTIE L CLARK C/O PNC MORTGAGE,MARIA CROSS,937-913-7352,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.32583,34.02436,POINT (-118.32583 34.02436)
7414005022,01/21/2020,Single Family,1225 W R ST,LOS ANGELES,CA,90744,15,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,-118.27831,33.79686,POINT (-118.27831 33.79686)
5103005016,01/07/2020,Single Family,700 E 52ND PL,LOS ANGELES,CA,90011,9,LAKEVIEW LOAN SERVICING,Bruni Velazquez,757-955-8014,ServiceLink Field Services - LoanCare LLC,Angela Visceglia,10385   Westmoor DR  Westminster CO 80021,303-653-6140,-118.2629,33.99491,POINT (-118.26290000000002 33.99491)
2106012103,01/08/2020,Single Family,7711 N CALLE MARIA,LOS ANGELES,CA,91306,3,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.56289,34.21122,POINT (-118.56289000000001 34.21122)
2280021025,01/07/2020,Single Family,16137 W MEADOWCREST RD,LOS ANGELES,CA,91403,5,DOV KLADNOV C/O BANK OF AMERICA,VPR DEPARTMENT,213-345-6264,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.4852,34.13594,POINT (-118.4852 34.13594)
2677003018,02/10/2020,Single Family,9548 N HAYVENHURST AVE,LOS ANGELES,CA,91343,12,PennyMac Loan Services,Eric Moore,877-338-3791,Cyprexx - Physical Address,Code Compliance,525   Grand Regency BLVD  Brandon FL 33510,813-387-5891,-118.49354,34.24429,POINT (-118.49353999999998 34.24429)
2604014090,12/11/2020,Single Family,12686 N ENCINITAS AVE,LOS ANGELES,CA,91342,7,Selene Finance,Eric Moore,877-338-3791,ServiceLink,Service Link,1400   CHERRINGTON PKWY  MOON TOWNSHIP PA 15108,800-777-8759,-118.47451,34.30073,POINT (-118.47451000000001 34.30073)
5486021023,05/29/2020,Single Family,386 N KIRBY ST,LOS ANGELES,CA,90042,14,Fay Servicing,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,-118.18328,34.12219,POINT (-118.18328 34.12219)
4004026011,07/31/2020,Single Family,6222 S KENISTON AVE,LOS ANGELES,CA,90043,8,Cenlar FSB,Eric Moore,877-338-3791,Five Brothers Default Management,Ken Yatta,12220  E Thirteen Mile ROAD 100 Warren MI 48093,586-350-2737,-118.34163,33.98295,POINT (-118.34163 33.98295)
2627010006,05/27/2020,Single Family,13267 W RELIANCE ST,LOS ANGELES,CA,91331,6,Celink,Cory Daggett,866-654-0020,J & J BOARD- UPS/FIVE BROTHERS,JAVIER ORTIZ,475  S Rall AVE  Bassett CA 91746,626-290-9017,-118.42155,34.2307,POINT (-118.42155000000001 34.230700000000006)
2201002007,01/07/2020,Single Family,8046 N WHITE OAK AVE,LOS ANGELES,CA,91325,12,Rushmore Loan Managment,Dawn Talavera,888-504-6700,SAFEGAURD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.51841,34.2169,POINT (-118.51841 34.2169)
5464021019,01/23/2020,Single Family,3546 N DIVISION ST,LOS ANGELES,CA,90065,1,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.22437,34.10692,POINT (-118.22437000000001 34.10692000000001)
5003004024,04/22/2020,Single Family,1638 W 51ST ST,LOS ANGELES,CA,90062,8,PHH Mortgage Corporation,Marquita Bullock,888-820-6474,Guardian Asset Management,Colleen McEntee,2300  E Lincoln HWY  Langhorne PA 19047,267-825-0283,-118.30807,33.99679,POINT (-118.30807 33.99679)
6004033022,01/11/2020,Single Family,5864 S BONSALLO AVE,LOS ANGELES,CA,90044,9,JOSE BRAULIO c/o Cenlar FSB,ATHENA SANTOS,609-718-2657,Safeguard c/o Bron Inc Jefferson,Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,800-852-8306,-118.28581,33.98794,POINT (-118.28581 33.98794)
5115021001,01/22/2020,Multi-Family,4165 S WADSWORTH AVE,LOS ANGELES,CA,90011,9,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.25908,34.00785,POINT (-118.25908 34.00785)
5085009048,01/31/2020,Single Family,1002 S BURNSIDE AVE,LOS ANGELES,CA,90036,4,Citizens Business Bank,Tonya Anchondo,909-483-7293,NULL,NULL,,NULL,-118.35135,34.05706,POINT (-118.35134999999998 34.05706)
6006024028,05/14/2020,Multi-Family,347 E 62ND ST,LOS ANGELES,CA,90003,9,"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS OWNER TRUSTEE OF THE RESIDENTIAL CREDIT OPPORTUNITIES TRUS",Jonathan Marin,562-735-6555,American Mortgage Investment Partners,Jonathan Marin,3020   Old Ranch Parkway  180 Seal Beach CA 90740,562-735-6555,-118.26796,33.98346,POINT (-118.26796 33.98346)
2517013002,07/31/2020,Single Family,14008 W HUBBARD ST,LOS ANGELES,CA,91342,7,Cenlar FSB,Eric Moore,877-338-3791,Five Brothers Default Management,Ken Yatta,12220  E Thirteen Mile ROAD 100 Warren MI 48093,586-350-2737,-118.43789,34.3005,POINT (-118.43789 34.3005)
2075011031,01/03/2020,Single Family,22629 W CRESPI ST,LOS ANGELES,CA,91364,3,"Center FSB,",Tina Santos,866-563-1100,Greenfield Property LLC,MCS LLC,4033   Stable Drive   Palmdale CA 93552,866-563-1100,-118.61844,34.16405,POINT (-118.61844000000002 34.16405)
4362026016,01/23/2020,Single Family,795 N BEVERLY GLEN BLVD,LOS ANGELES,CA,90077,5,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.43826,34.09001,POINT (-118.43826 34.09001)
2201034018,01/16/2020,Single Family,7915 N JELLICO AVE,LOS ANGELES,CA,91325,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,-118.51768,34.21427,POINT (-118.51768 34.21427)
5521006032,03/13/2020,Non-Residential,00615  N KINGSLEY DR,LOS ANGELES,CA,90004,13,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,First Team Real Estate,Eddy Leon,20234   State ROAD  Cerritos CA 90703,562-461-1200,-118.303509,34.08196,POINT (-118.303509 34.08196)
2611027015,01/30/2020,Single Family,14808 W AZTEC ST,LOS ANGELES,CA,91342,7,CENLAR MORTGAGE FSB,PATRICIA BRACEY,609-883-3900,SAFEGUARD PROPERTIES,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,-118.45411,34.28824,POINT (-118.45411 34.28824)
6057008031,01/16/2020,Single Family,2056 W 97TH ST,LOS ANGELES,CA,90047,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,-118.31542,33.9482,POINT (-118.31542 33.9482)
2695013044,10/26/2020,Single Family,17220 W SAN JOSE ST,LOS ANGELES,CA,91344,12,Select Portfolio Servicing,Select Portfolio Servicing,888-349-8964,Edward Zubia,edaward zubia,3540   wilshire BLVD  Los Angeles CA 90010,213-804-7437,-118.50962,34.26107,POINT (-118.50962000000001 34.26107)
2733007031,01/22/2020,Single Family,17730 W KINGSBURY ST,LOS ANGELES,CA,91344,12,Nationstar Mortgage. LLC,Ruth Wagner,888-456-0714,"Solid Foundation Properties, LLC",Ruth Wagner,3937   arlington AVE  LOS ANGELES CA 90008,844-488-7662,-118.52096,34.26349,POINT (-118.52096000000002 34.26349)
